"user","docid","page","corrupted","tableType","location","number","content","qualifiers"
"Avi","29073947","1","true","baseline_table","Row","1","arms;other",""
"Avi","29073947","1","true","baseline_table","Col","1","baseline_level_1",""
"Avi","29073947","1","true","baseline_table","Col","1","baseline_level_2","indented"
"Avi","29028981 & Supplementary Append","1","false","baseline_table","Row","1","other",""
"Avi","29028981 & Supplementary Append","1","false","baseline_table","Row","2","arms",""
"Avi","29028981 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Avi","29028981 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2",""
"Avi","29028981 & Supplementary Append","2","false","subgroup_table","Row","1","other",""
"Avi","29028981 & Supplementary Append","2","false","subgroup_table","Row","2","arms",""
"Avi","29028981 & Supplementary Append","2","false","subgroup_table","Col","1","subgroup_name","empty_row"
"Avi","29028981 & Supplementary Append","2","false","subgroup_table","Col","1","subgroup_level","indented"
"Avi","29028981 & Supplementary Append","3","false","subgroup_table","Row","1","other",""
"Avi","29028981 & Supplementary Append","3","false","subgroup_table","Row","2","arms",""
"Avi","29028981 & Supplementary Append","3","false","subgroup_table","Row","3","outcomes",""
"Avi","29028981 & Supplementary Append","3","false","subgroup_table","Col","1","baseline_level_1","empty_row"
"Avi","29028981 & Supplementary Append","3","false","subgroup_table","Col","1","baseline_level_2","indented"
"Avi","28975241","1","false","baseline_table","Row","1","measures",""
"Avi","28975241","1","false","baseline_table","Row","2","arms",""
"Avi","28975241","1","false","baseline_table","Col","1","subgroup_name","empty_row"
"Avi","28975241","1","false","baseline_table","Col","1","subgroup_level",""
"Avi","28975241","2","false","subgroup_table","Row","1","arms;measures",""
"Avi","28975241","2","false","subgroup_table","Row","2","measures",""
"Avi","28975241","2","false","subgroup_table","Col","1","subgroup_name","empty_row"
"Avi","28975241","2","false","subgroup_table","Col","1","subgroup_level",""
"Avi","28972004","1","false","subgroup_table","Row","1","outcomes;other",""
"Avi","28972004","1","false","subgroup_table","Col","1","subgroup_name",""
"Avi","28972004","1","false","subgroup_table","Col","1","subgroup_level","indented"
"Avi","28972004","2","false","subgroup_table","Row","1","arms;other;p-interaction",""
"Avi","28972004","2","false","subgroup_table","Col","1","subgroup_level",""
"Avi","28972004","3","false","subgroup_table","Row","1","subgroup_name;p-interaction",""
"Avi","28972004","3","false","subgroup_table","Row","2","arms;measures",""
"Avi","28972004","3","false","subgroup_table","Col","1","outcomes",""
"Katherine","28948656","1","false","baseline_table","Row","1","outcomes","bold"
"Katherine","28948656","1","false","baseline_table","Row","2","arms","bold"
"Katherine","28948656","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28948656","1","false","baseline_table","Col","1","baseline_level_2","indented"
"Lili","28948656","2","false","subgroup_table","Row","1","arms;measures;p-interaction","bold"
"Lili","28948656","2","false","subgroup_table","Col","1","outcomes;measures","empty_row"
"Lili","28948656","2","false","subgroup_table","Col","1","subgroup_level","indented"
"Avi","28948656","3","false","other_table","Row","1","arms;other",""
"Avi","28948656","3","false","other_table","Col","1","outcomes","empty_row"
"Avi","28948656","3","false","other_table","Col","1","subgroup_name","indented"
"Katherine","28921862","1","false","baseline_table","Row","1","measures;arms",""
"Katherine","28921862","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28921862","1","false","baseline_table","Col","1","baseline_level_2",""
"Katherine","28921862","2","false","baseline_table","Row","1","arms","bold"
"Katherine","28921862","2","false","baseline_table","Col","1","baseline_level_1","bold;empty_row"
"Katherine","28921862","2","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28910237","1","false","baseline_table","Row","1","arms",""
"Lili","28910237","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28910237","1","false","baseline_table","Col","1","baseline_level_2",""
"Katherine","28910237","2","false","baseline_table","Row","1","arms;measures;p-interaction","bold"
"Katherine","28910237","2","false","baseline_table","Col","1","baseline_level_1",""
"Katherine","28910237","2","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28905478","1","false","subgroup_table","Row","1","subgroup_level","bold"
"Lili","28905478","1","false","subgroup_table","Row","2","arms","bold"
"Lili","28905478","1","false","subgroup_table","Col","1","baseline_level_1","empty_row"
"Lili","28905478","1","false","subgroup_table","Col","1","measures;baseline_level_2",""
"Lili","28905478","2","false","subgroup_table","Row","1","subgroup_level",""
"Lili","28905478","2","false","subgroup_table","Row","2","arms",""
"Lili","28905478","2","false","subgroup_table","Col","1","outcomes","empty_row"
"Lili","28905478","2","false","subgroup_table","Col","1","measures;outcomes",""
"Lili","28905478","3","false","subgroup_table","Row","1","measures;p-interaction",""
"Lili","28905478","3","false","subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"Lili","28905478","3","false","subgroup_table","Col","1","subgroup_level",""
"Lili","28905478","3","false","subgroup_table","Col","2","arms",""
"Lili","28904068","1","false","baseline_table","Row","1","subgroup_level","bold"
"Lili","28904068","1","false","baseline_table","Row","2","arms",""
"Lili","28904068","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28904068","1","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28904068","2","false","subgroup_table","Row","1","subgroup_level","bold"
"Lili","28904068","2","false","subgroup_table","Row","2","arms","bold"
"Lili","28904068","2","false","subgroup_table","Col","1","outcomes","bold"
"Lili","28904068","2","false","subgroup_table","Col","1","measures",""
"Katherine","28903864 & Supplementary Append","1","false","baseline_table","Row","1","arms","bold"
"Katherine","28903864 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28903864 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2","indented"
"Lili","28902593 & Supplementary Append","1","false","baseline_table","Row","1","other",""
"Lili","28902593 & Supplementary Append","1","false","baseline_table","Row","2","subgroup_level",""
"Lili","28902593 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28902593 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2",""
"Katherine","28902593 & Supplementary Append","2","false","baseline_table","Row","1","p-interaction;arms;measures",""
"Katherine","28902593 & Supplementary Append","2","false","baseline_table","Row","2","measures",""
"Katherine","28902593 & Supplementary Append","2","false","baseline_table","Col","1","baseline_level_1",""
"Katherine","28902593 & Supplementary Append","2","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28893134","1","false","baseline_table","Row","1","other",""
"Lili","28893134","1","false","baseline_table","Row","2","arms",""
"Lili","28893134","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28893134","1","false","baseline_table","Col","1","baseline_level_2",""
"Katherine","28893134","2","false","baseline_table","Row","1","measures;arms","bold"
"Katherine","28893134","2","false","baseline_table","Col","1","baseline_level_1",""
"Lili","28877027 & Supplementary Append","1","false","baseline_table","Row","1","arms;measures","bold"
"Lili","28877027 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row;empty_row_with_p_value"
"Lili","28877027 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28877027 & Supplementary Append","2","false","subgroup_table","Row","1","subgroup_level",""
"Lili","28877027 & Supplementary Append","2","false","subgroup_table","Row","2","arms;measures",""
"Lili","28877027 & Supplementary Append","2","false","subgroup_table","Row","3","measures",""
"Lili","28877027 & Supplementary Append","2","false","subgroup_table","Col","1","outcomes","empty_row"
"Lili","28877027 & Supplementary Append","2","false","subgroup_table","Col","1","measures;other",""
"Katherine","28854085","1","true","baseline_table","Row","1","arms","bold"
"Katherine","28854085","1","true","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28854085","1","true","baseline_table","Col","1","baseline_level_2",""
"Katherine","28854085","2","false","baseline_table","Row","1","measures;p-interaction","bold"
"Katherine","28854085","2","false","baseline_table","Col","1","baseline_level_1",""
"Katherine","28854085","2","false","baseline_table","Col","1","baseline_level_2",""
"Katherine","28847206","1","false","baseline_table","Row","1","arms","bold"
"Katherine","28847206","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28847206","1","false","baseline_table","Col","1","baseline_level_2","indented"
"Lili","28847206","2","false","subgroup_table","Row","1","measures",""
"Lili","28847206","2","false","subgroup_table","Col","1","subgroup_name","empty_row"
"Lili","28847206","2","false","subgroup_table","Col","1","subgroup_level",""
"Lili","28847206","2","false","subgroup_table","Row","2","arms;measures;p-interaction",""
"David","28844990","1","false","baseline_table","Row","1","arms;measures",""
"David","28844990","1","false","baseline_table","Col","1","baseline_level_1","empty_row_with_p_value"
"David","28844990","1","false","baseline_table","Col","1","baseline_level_2",""
"David","28844990","2","false","subgroup_table","Row","1","arms;measures",""
"David","28844990","2","false","subgroup_table","Row","2","measures",""
"David","28844990","2","false","subgroup_table","Col","1","subgroup_name","empty_row"
"David","28844990","2","false","subgroup_table","Col","1","subgroup_level","indented"
"David","28844192","1","false","baseline_table","Row","1","arms",""
"David","28844192","1","false","baseline_table","Col","1","subgroup_name","empty_row"
"David","28844192","1","false","baseline_table","Col","1","subgroup_level",""
"David","28844192","2","false","subgroup_table","Row","1","arms;measures;p-interaction",""
"David","28844192","2","false","subgroup_table","Row","2","other",""
"David","28844192","2","false","subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28801539","1","false","baseline_table","Row","1","subgroup_level;measures",""
"David","28801539","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"David","28801539","1","false","baseline_table","Col","1","baseline_level_2",""
"David","28801539","2","false","subgroup_table","Row","1","subgroup_level",""
"David","28801539","2","false","subgroup_table","Row","2","arms;measures;p-interaction",""
"David","28801539","2","false","subgroup_table","Col","1","outcomes",""
"David","28720132 & Supplementary Append","1","false","baseline_table","Row","1","arms",""
"David","28720132 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"David","28720132 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2","indented"
"David","28720132 & Supplementary Append","2","false","subgroup_table","Row","1","measures",""
"David","28720132 & Supplementary Append","2","false","subgroup_table","Row","2","arms",""
"David","28720132 & Supplementary Append","2","false","subgroup_table","Col","1","subgroup_name",""
"David","28720132 & Supplementary Append","2","false","subgroup_table","Col","2","subgroup_level",""
"David","28720132 & Supplementary Append","3","false","subgroup_table","Row","1","measures",""
"David","28720132 & Supplementary Append","3","false","subgroup_table","Row","2","arms",""
"David","28720132 & Supplementary Append","3","false","subgroup_table","Col","1","subgroup_name",""
"David","28720132 & Supplementary Append","3","false","subgroup_table","Col","2","subgroup_level",""
"David","28666775","1","false","baseline_table","Row","1","subgroup_level",""
"David","28666775","1","false","baseline_table","Row","2","arms",""
"David","28666775","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"David","28666775","1","false","baseline_table","Col","1","baseline_level_2",""
"David","28666775","2","false","subgroup_table","Row","1","other",""
"David","28666775","2","false","subgroup_table","Row","2","subgroup_level",""
"David","28666775","2","false","subgroup_table","Row","3","arms",""
"David","28666775","2","false","subgroup_table","Col","1","subgroup_level","bold;empty_row"
"David","28666775","2","false","subgroup_table","Col","1","measures",""
"David","28666775","3","false","subgroup_table","Row","1","subgroup_level",""
"David","28666775","3","false","subgroup_table","Row","2","arms",""
"David","28666775","3","false","subgroup_table","Col","1","subgroup_level","bold;empty_row"
"David","28666775","3","false","subgroup_table","Col","1","measures",""
"David","28636754","1","false","baseline_table","Row","1","arms",""
"David","28636754","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"David","28636754","1","false","baseline_table","Col","1","baseline_level_2",""
"David","28636754","2","false","baseline_table","Row","1","measures;p-interaction",""
"David","28636754","2","false","baseline_table","Row","2","arms;measures",""
"David","28636754","2","false","baseline_table","Col","1","subgroup_level",""
"David","28605608","1","false","baseline_table","Row","undefined","arms;measures",""
"David","28605608","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"David","28605608","1","false","baseline_table","Col","1","baseline_level_2",""
"David","28605608","2","false","subgroup_table","Row","1","arms;measures;p-interaction",""
"David","28605608","2","false","subgroup_table","Row","2","measures",""
"David","28605608","2","false","subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28605608","2","false","subgroup_table","Col","1","subgroup_level",""
"Hebe","28558833","1","false","baseline_table","Row","1","arms",""
"Hebe","28558833","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Hebe","28558833","1","false","baseline_table","Col","1","baseline_level_2",""
"Hebe","28473423","1","false","baseline_table","Row","1","arms","bold"
"Hebe","28473423","1","false","baseline_table","Col","1","baseline_level_1","bold;empty_row"
"Hebe","28473423","1","false","baseline_table","Col","1","baseline_level_2",""
"Hebe","28473423","2","false","subgroup_table","Row","1","other","bold"
"Hebe","28473423","2","false","subgroup_table","Row","2","arms;measures","bold"
"Hebe","28473423","2","false","subgroup_table","Col","1","subgroup_level","bold"
"Hebe","28473423","2","false","subgroup_table","Col","1","measures",""
"Hebe","28467869 & Supplementary Append","1","false","baseline_table","Row","1","other","bold"
"Hebe","28467869 & Supplementary Append","1","false","baseline_table","Row","2","arms",""
"Hebe","28467869 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Hebe","28467869 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2",""
"Hebe","28432746","2","false","subgroup_table","Row","4","arms",""
"Hebe","28432746","2","false","subgroup_table","Row","5","subgroup_level",""
"Hebe","28432746","2","false","subgroup_table","Row","29","arms",""
"Hebe","28432746","2","false","subgroup_table","Row","30","subgroup_level",""
"Hebe","28432746","2","false","subgroup_table","Row","1","other",""
"Hebe","28432746","2","false","subgroup_table","Row","28","other",""
"Hebe","28432746","2","false","subgroup_table","Col","1","baseline_level_1","empty_row"
"Hebe","28432746","2","false","subgroup_table","Col","1","measures;p-interaction","indented"
"Hebe","28416587","1","false","baseline_table","Row","1","arms","bold"
"Hebe","28416587","1","false","baseline_table","Col","1","subgroup_name","empty_row"
"Hebe","28416587","1","false","baseline_table","Col","1","subgroup_level","indented"
"Hebe","28416587","2","false","subgroup_table","Row","1","measures",""
"Hebe","28416587","2","false","subgroup_table","Col","1","subgroup_name",""
"Hebe","28416587","2","false","subgroup_table","Col","2","subgroup_level",""
"Hebe","28405473 & Supplementary Append","1","false","baseline_table","Row","1","arms",""
"Hebe","28405473 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Hebe","28405473 & Supplementary Append","1","false","baseline_table","Col","1","baseline_level_2","indented"
"Hebe","28402745","1","false","baseline_table","Row","1","arms","bold"
"Hebe","28402745","1","false","baseline_table","Col","1","subgroup_name","empty_row"
"Hebe","28402745","1","false","baseline_table","Col","1","subgroup_level",""
"Hebe","28402745","2","false","subgroup_table","Row","1","arms;measures;p-interaction",""
"Hebe","28402745","2","false","subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"Hebe","28402745","2","false","subgroup_table","Col","1","subgroup_level",""
"David","28386990","1","false","subgroup_table","Row","1","outcomes",""
"David","28386990","1","false","subgroup_table","Row","2","arms",""
"David","28386990","1","false","subgroup_table","Row","3","subgroup_level",""
"David","28386990","1","false","subgroup_table","Col","1","outcomes",""
"David","28386990","1","false","subgroup_table","Col","2","measures",""
"David","28386990","2","false","subgroup_table","Row","1","arms",""
"David","28386990","2","false","subgroup_table","Row","2","subgroup_level",""
"David","28386990","2","false","subgroup_table","Col","1","outcomes",""
"David","28386990","2","false","subgroup_table","Col","2","measures",""
"Hebe","28386990","3","false","subgroup_table","Row","1","arms",""
"Hebe","28386990","3","false","subgroup_table","Col","2","subgroup_level",""
"Hebe","28386990","3","false","subgroup_table","Col","1","baseline_level_1",""
"Hebe","28386990","3","false","subgroup_table","Col","2","measures;p-interaction",""
"Katherine","28386035","1","true","baseline_table","Row","1","measures;arms","bold"
"Katherine","28386035","1","true","baseline_table","Row","2","measures","bold"
"Katherine","28386035","1","true","baseline_table","Col","1","baseline_level_1",""
"Katherine","28386035","1","true","baseline_table","Col","1","baseline_level_2",""
"David","28386035","2","false","subgroup_table","Row","1","other",""
"David","28386035","2","false","subgroup_table","Row","2","arms;p-interaction",""
"David","28386035","2","false","subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28386035","2","false","subgroup_table","Col","1","subgroup_level",""
"Katherine","28385353 & Supplementary Append","1","true","baseline_table","Row","1","arms","bold"
"Katherine","28385353 & Supplementary Append","1","true","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28385353 & Supplementary Append","1","true","baseline_table","Col","1","baseline_level_2",""
"Katherine","28316279 & Supplamentary Append","1","true","baseline_table","Row","1","arms","bold"
"Katherine","28316279 & Supplamentary Append","1","true","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28316279 & Supplamentary Append","1","true","baseline_table","Col","1","baseline_level_2",""
"Katherine","28316279 & Supplamentary Append","2","true","baseline_table","Row","1","arms",""
"Katherine","28316279 & Supplamentary Append","2","true","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28316279 & Supplamentary Append","2","true","baseline_table","Col","1","baseline_level_2",""
"Katherine","28279891","1","false","baseline_table","Row","1","arms",""
"Katherine","28279891","1","false","baseline_table","Row","2","baseline_level_1",""
"Katherine","28279891","1","false","baseline_table","Col","1","measures",""
"Lili","28278391","1","false","baseline_table","Row","1","subgroup_level",""
"Lili","28278391","1","false","baseline_table","Row","1","arms",""
"Lili","28278391","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28278391","1","false","baseline_table","Col","1","baseline_level_2",""
"Katherine","28278391","2","false","baseline_table","Row","1","measures",""
"Katherine","28278391","2","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28278391","2","false","baseline_table","Col","1","baseline_level_2","indented"
"Katherine","28278391","3","false","baseline_table","Row","1","measures",""
"Katherine","28278391","3","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28278391","3","false","baseline_table","Col","1","baseline_level_2","indented"
"Lili","28263812","1","false","baseline_table","Row","1","arms;measures",""
"Lili","28263812","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28263812","1","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28263812","2","false","subgroup_table","Row","1","arms;measures",""
"Lili","28263812","2","false","subgroup_table","Row","2","measures",""
"Lili","28263812","2","false","subgroup_table","Col","1","outcomes",""
"Lili","28246237","1","false","baseline_table","Row","1","arms",""
"Lili","28246237","1","false","baseline_table","Row","2","measures",""
"Lili","28246237","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28246237","1","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28246237","2","false","subgroup_table","Row","1","arms;measures",""
"Lili","28246237","2","false","subgroup_table","Col","1","subgroup_name","empty_row"
"Lili","28246237","2","false","subgroup_table","Col","1","subgroup_level",""
"Lili","28237263","1","false","baseline_table","Row","1","arms","bold"
"Lili","28237263","1","false","baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28237263","1","false","baseline_table","Col","1","baseline_level_2",""
"Lili","28237263","2","false","subgroup_table","Row","1","measures",""
"Lili","28237263","2","false","subgroup_table","Row","2","arms;measures;p-interaction",""
"Lili","28237263","2","false","subgroup_table","Col","1","subgroup_level",""
