"user","docid","page","corrupted_text","tableType","location","number","content","qualifiers"
"Avi","29132879",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Avi","29132879",2,NA,"subgroup_table","Row","1","arms;p-interaction",NA
"Avi","29132879",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"Avi","29132879",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Avi","29103664",1,NA,"baseline_table","Row","1","arms",NA
"Avi","29103664",1,NA,"baseline_table","Row","2","arms",NA
"Avi","29103664",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Avi","29103664",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Avi","29084736",1,NA,"baseline_table","Row","1","arms",NA
"Avi","29084736",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Avi","29084736",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Avi","29084736",2,NA,"subgroup_table","Row","1","arms;measures;p-interaction",NA
"Avi","29084736",2,NA,"subgroup_table","Row","2","measures",NA
"Avi","29084736",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row"
"Avi","29084736",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Avi","29073947",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Row","1","arms;other",NA
"Avi","29073947",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_1",NA
"Avi","29073947",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_2","indented"
"Avi","29028981 & Supplementary Append",1,NA,"baseline_table","Row","1","other",NA
"Avi","29028981 & Supplementary Append",1,NA,"baseline_table","Row","2","arms",NA
"Avi","29028981 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Avi","29028981 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Avi","29028981 & Supplementary Append",2,NA,"subgroup_table","Row","1","other",NA
"Avi","29028981 & Supplementary Append",2,NA,"subgroup_table","Row","2","arms",NA
"Avi","29028981 & Supplementary Append",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row"
"Avi","29028981 & Supplementary Append",2,NA,"subgroup_table","Col","1","subgroup_level","indented"
"Avi","29028981 & Supplementary Append",3,NA,"subgroup_table","Row","1","other",NA
"Avi","29028981 & Supplementary Append",3,NA,"subgroup_table","Row","2","arms",NA
"Avi","29028981 & Supplementary Append",3,NA,"subgroup_table","Row","3","outcomes",NA
"Avi","29028981 & Supplementary Append",3,NA,"subgroup_table","Col","1","baseline_level_1","empty_row"
"Avi","29028981 & Supplementary Append",3,NA,"subgroup_table","Col","1","baseline_level_2","indented"
"Avi","28975241",1,NA,"baseline_table","Row","1","measures",NA
"Avi","28975241",1,NA,"baseline_table","Row","2","arms",NA
"Avi","28975241",1,NA,"baseline_table","Col","1","subgroup_name","empty_row"
"Avi","28975241",1,NA,"baseline_table","Col","1","subgroup_level",NA
"Avi","28975241",2,NA,"subgroup_table","Row","1","arms;measures",NA
"Avi","28975241",2,NA,"subgroup_table","Row","2","measures",NA
"Avi","28975241",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row"
"Avi","28975241",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Avi","28972004",1,NA,"subgroup_table","Row","1","outcomes;other",NA
"Avi","28972004",1,NA,"subgroup_table","Col","1","subgroup_name",NA
"Avi","28972004",1,NA,"subgroup_table","Col","1","subgroup_level","indented"
"Avi","28972004",2,NA,"subgroup_table","Row","1","arms;other;p-interaction",NA
"Avi","28972004",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Avi","28972004",3,NA,"subgroup_table","Row","1","subgroup_name;p-interaction",NA
"Avi","28972004",3,NA,"subgroup_table","Row","2","arms;measures",NA
"Avi","28972004",3,NA,"subgroup_table","Col","1","outcomes",NA
"Katherine","28948656",1,NA,"baseline_table","Row","1","outcomes","bold"
"Katherine","28948656",1,NA,"baseline_table","Row","2","arms","bold"
"Katherine","28948656",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28948656",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Lili","28948656",2,NA,"subgroup_table","Row","1","arms;measures;p-interaction","bold"
"Lili","28948656",2,NA,"subgroup_table","Col","1","outcomes;measures","empty_row"
"Lili","28948656",2,NA,"subgroup_table","Col","1","subgroup_level","indented"
"Avi","28948656",3,NA,"other_table","Row","1","arms;other",NA
"Avi","28948656",3,NA,"other_table","Col","1","outcomes","empty_row"
"Avi","28948656",3,NA,"other_table","Col","1","subgroup_name","indented"
"Katherine","28921862",1,NA,"baseline_table","Row","1","measures;arms",NA
"Katherine","28921862",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28921862",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Katherine","28921862",2,NA,"baseline_table","Row","1","arms","bold"
"Katherine","28921862",2,NA,"baseline_table","Col","1","baseline_level_1","bold;empty_row"
"Katherine","28921862",2,NA,"baseline_table","Col","1","baseline_level_2",NA
"Lili","28910237",1,NA,"baseline_table","Row","1","arms",NA
"Lili","28910237",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28910237",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Katherine","28910237",2,NA,"baseline_table","Row","1","arms;measures;p-interaction","bold"
"Katherine","28910237",2,NA,"baseline_table","Col","1","baseline_level_1",NA
"Katherine","28910237",2,NA,"baseline_table","Col","1","baseline_level_2",NA
"Lili","28905478",1,NA,"subgroup_table","Row","1","subgroup_level","bold"
"Lili","28905478",1,NA,"subgroup_table","Row","2","arms","bold"
"Lili","28905478",1,NA,"subgroup_table","Col","1","baseline_level_1","empty_row"
"Lili","28905478",1,NA,"subgroup_table","Col","1","measures;baseline_level_2",NA
"Lili","28905478",2,NA,"subgroup_table","Row","1","subgroup_level",NA
"Lili","28905478",2,NA,"subgroup_table","Row","2","arms",NA
"Lili","28905478",2,NA,"subgroup_table","Col","1","outcomes","empty_row"
"Lili","28905478",2,NA,"subgroup_table","Col","1","measures;outcomes",NA
"Lili","28905478",3,NA,"subgroup_table","Row","1","measures;p-interaction",NA
"Lili","28905478",3,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"Lili","28905478",3,NA,"subgroup_table","Col","1","subgroup_level",NA
"Lili","28905478",3,NA,"subgroup_table","Col","2","arms",NA
"Lili","28904068",1,NA,"baseline_table","Row","1","subgroup_level","bold"
"Lili","28904068",1,NA,"baseline_table","Row","2","arms",NA
"Lili","28904068",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28904068",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Lili","28904068",2,NA,"subgroup_table","Row","1","subgroup_level","bold"
"Lili","28904068",2,NA,"subgroup_table","Row","2","arms","bold"
"Lili","28904068",2,NA,"subgroup_table","Col","1","outcomes","bold"
"Lili","28904068",2,NA,"subgroup_table","Col","1","measures",NA
"Katherine","28903864 & Supplementary Append",1,NA,"baseline_table","Row","1","arms","bold"
"Katherine","28903864 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28903864 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Lili","28902593 & Supplementary Append",1,NA,"baseline_table","Row","1","other",NA
"Lili","28902593 & Supplementary Append",1,NA,"baseline_table","Row","2","subgroup_level",NA
"Lili","28902593 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28902593 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Katherine","28902593 & Supplementary Append",2,NA,"baseline_table","Row","1","p-interaction;arms;measures",NA
"Katherine","28902593 & Supplementary Append",2,NA,"baseline_table","Row","2","measures",NA
"Katherine","28902593 & Supplementary Append",2,NA,"baseline_table","Col","1","baseline_level_1",NA
"Katherine","28902593 & Supplementary Append",2,NA,"baseline_table","Col","1","baseline_level_2",NA
"Lili","28893134",1,NA,"baseline_table","Row","1","other",NA
"Lili","28893134",1,NA,"baseline_table","Row","2","arms",NA
"Lili","28893134",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Lili","28893134",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Katherine","28893134",2,NA,"baseline_table","Row","1","measures;arms","bold"
"Katherine","28893134",2,NA,"baseline_table","Col","1","baseline_level_1",NA
"Lili","28877027 & Supplementary Append",1,NA,"baseline_table","Row","1","arms;measures","bold"
"Lili","28877027 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row;empty_row_with_p_value"
"Lili","28877027 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Lili","28877027 & Supplementary Append",2,NA,"subgroup_table","Row","1","subgroup_level",NA
"Lili","28877027 & Supplementary Append",2,NA,"subgroup_table","Row","2","arms;measures",NA
"Lili","28877027 & Supplementary Append",2,NA,"subgroup_table","Row","3","measures",NA
"Lili","28877027 & Supplementary Append",2,NA,"subgroup_table","Col","1","outcomes","empty_row"
"Lili","28877027 & Supplementary Append",2,NA,"subgroup_table","Col","1","measures;other",NA
"Katherine","28854085",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Row","1","arms","bold"
"Katherine","28854085",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28854085",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_2",NA
"Katherine","28854085",2,NA,"baseline_table","Row","1","measures;p-interaction","bold"
"Katherine","28854085",2,NA,"baseline_table","Col","1","baseline_level_1",NA
"Katherine","28854085",2,NA,"baseline_table","Col","1","baseline_level_2",NA
"Katherine","28847206",1,NA,"baseline_table","Row","1","arms","bold"
"Katherine","28847206",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28847206",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Lili","28847206",2,NA,"subgroup_table","Row","1","measures",NA
"Lili","28847206",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row"
"Lili","28847206",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Lili","28847206",2,NA,"subgroup_table","Row","2","arms;measures;p-interaction",NA
"David","28844990",1,NA,"baseline_table","Row","1","arms;measures",NA
"David","28844990",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row_with_p_value"
"David","28844990",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"David","28844990",2,NA,"subgroup_table","Row","1","arms;measures",NA
"David","28844990",2,NA,"subgroup_table","Row","2","measures",NA
"David","28844990",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row"
"David","28844990",2,NA,"subgroup_table","Col","1","subgroup_level","indented"
"David","28844192",1,NA,"baseline_table","Row","1","arms",NA
"David","28844192",1,NA,"baseline_table","Col","1","subgroup_name","empty_row"
"David","28844192",1,NA,"baseline_table","Col","1","subgroup_level",NA
"David","28844192",2,NA,"subgroup_table","Row","1","arms;measures;p-interaction",NA
"David","28844192",2,NA,"subgroup_table","Row","2","other",NA
"David","28844192",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28801539",1,NA,"baseline_table","Row","1","subgroup_level;measures",NA
"David","28801539",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"David","28801539",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"David","28801539",2,NA,"subgroup_table","Row","1","subgroup_level",NA
"David","28801539",2,NA,"subgroup_table","Row","2","arms;measures;p-interaction",NA
"David","28801539",2,NA,"subgroup_table","Col","1","outcomes",NA
"David","28720132 & Supplementary Append",1,NA,"baseline_table","Row","1","arms",NA
"David","28720132 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"David","28720132 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"David","28720132 & Supplementary Append",2,NA,"subgroup_table","Row","1","measures",NA
"David","28720132 & Supplementary Append",2,NA,"subgroup_table","Row","2","arms",NA
"David","28720132 & Supplementary Append",2,NA,"subgroup_table","Col","1","subgroup_name",NA
"David","28720132 & Supplementary Append",2,NA,"subgroup_table","Col","2","subgroup_level",NA
"David","28720132 & Supplementary Append",3,NA,"subgroup_table","Row","1","measures",NA
"David","28720132 & Supplementary Append",3,NA,"subgroup_table","Row","2","arms",NA
"David","28720132 & Supplementary Append",3,NA,"subgroup_table","Col","1","subgroup_name",NA
"David","28720132 & Supplementary Append",3,NA,"subgroup_table","Col","2","subgroup_level",NA
"David","28666775",1,NA,"baseline_table","Row","1","subgroup_level",NA
"David","28666775",1,NA,"baseline_table","Row","2","arms",NA
"David","28666775",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"David","28666775",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"David","28666775",2,NA,"subgroup_table","Row","1","other",NA
"David","28666775",2,NA,"subgroup_table","Row","2","subgroup_level",NA
"David","28666775",2,NA,"subgroup_table","Row","3","arms",NA
"David","28666775",2,NA,"subgroup_table","Col","1","subgroup_level","bold;empty_row"
"David","28666775",2,NA,"subgroup_table","Col","1","measures",NA
"David","28666775",3,NA,"subgroup_table","Row","1","subgroup_level",NA
"David","28666775",3,NA,"subgroup_table","Row","2","arms",NA
"David","28666775",3,NA,"subgroup_table","Col","1","subgroup_level","bold;empty_row"
"David","28666775",3,NA,"subgroup_table","Col","1","measures",NA
"David","28636754",1,NA,"baseline_table","Row","1","arms",NA
"David","28636754",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"David","28636754",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"David","28636754",2,NA,"baseline_table","Row","1","measures;p-interaction",NA
"David","28636754",2,NA,"baseline_table","Row","2","arms;measures",NA
"David","28636754",2,NA,"baseline_table","Col","1","subgroup_level",NA
"David","28605608",1,NA,"baseline_table","Row","undefined","arms;measures",NA
"David","28605608",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"David","28605608",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"David","28605608",2,NA,"subgroup_table","Row","1","arms;measures;p-interaction",NA
"David","28605608",2,NA,"subgroup_table","Row","2","measures",NA
"David","28605608",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28605608",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Hebe","28558833",1,NA,"baseline_table","Row","1","arms",NA
"Hebe","28558833",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Hebe","28558833",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Hebe","28473423",1,NA,"baseline_table","Row","1","arms","bold"
"Hebe","28473423",1,NA,"baseline_table","Col","1","baseline_level_1","bold;empty_row"
"Hebe","28473423",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Hebe","28473423",2,NA,"subgroup_table","Row","1","other","bold"
"Hebe","28473423",2,NA,"subgroup_table","Row","2","arms;measures","bold"
"Hebe","28473423",2,NA,"subgroup_table","Col","1","subgroup_level","bold"
"Hebe","28473423",2,NA,"subgroup_table","Col","1","measures",NA
"Hebe","28467869 & Supplementary Append",1,NA,"baseline_table","Row","1","other","bold"
"Hebe","28467869 & Supplementary Append",1,NA,"baseline_table","Row","2","arms",NA
"Hebe","28467869 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Hebe","28467869 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2",NA
"Hebe","28432746",2,NA,"subgroup_table","Row","4","arms",NA
"Hebe","28432746",2,NA,"subgroup_table","Row","5","subgroup_level",NA
"Hebe","28432746",2,NA,"subgroup_table","Row","29","arms",NA
"Hebe","28432746",2,NA,"subgroup_table","Row","30","subgroup_level",NA
"Hebe","28432746",2,NA,"subgroup_table","Row","1","other",NA
"Hebe","28432746",2,NA,"subgroup_table","Row","28","other",NA
"Hebe","28432746",2,NA,"subgroup_table","Col","1","baseline_level_1","empty_row"
"Hebe","28432746",2,NA,"subgroup_table","Col","1","measures;p-interaction","indented"
"Hebe","28416587",1,NA,"baseline_table","Row","1","arms","bold"
"Hebe","28416587",1,NA,"baseline_table","Col","1","subgroup_name","empty_row"
"Hebe","28416587",1,NA,"baseline_table","Col","1","subgroup_level","indented"
"Hebe","28416587",2,NA,"subgroup_table","Row","1","measures",NA
"Hebe","28416587",2,NA,"subgroup_table","Col","1","subgroup_name",NA
"Hebe","28416587",2,NA,"subgroup_table","Col","2","subgroup_level",NA
"Hebe","28405473 & Supplementary Append",1,NA,"baseline_table","Row","1","arms",NA
"Hebe","28405473 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_1","empty_row"
"Hebe","28405473 & Supplementary Append",1,NA,"baseline_table","Col","1","baseline_level_2","indented"
"Hebe","28402745",1,NA,"baseline_table","Row","1","arms","bold"
"Hebe","28402745",1,NA,"baseline_table","Col","1","subgroup_name","empty_row"
"Hebe","28402745",1,NA,"baseline_table","Col","1","subgroup_level",NA
"Hebe","28402745",2,NA,"subgroup_table","Row","1","arms;measures;p-interaction",NA
"Hebe","28402745",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"Hebe","28402745",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"David","28386990",1,NA,"subgroup_table","Row","1","outcomes",NA
"David","28386990",1,NA,"subgroup_table","Row","2","arms",NA
"David","28386990",1,NA,"subgroup_table","Row","3","subgroup_level",NA
"David","28386990",1,NA,"subgroup_table","Col","1","outcomes",NA
"David","28386990",1,NA,"subgroup_table","Col","2","measures",NA
"David","28386990",2,NA,"subgroup_table","Row","1","arms",NA
"David","28386990",2,NA,"subgroup_table","Row","2","subgroup_level",NA
"David","28386990",2,NA,"subgroup_table","Col","1","outcomes",NA
"David","28386990",2,NA,"subgroup_table","Col","2","measures",NA
"Hebe","28386990",3,NA,"subgroup_table","Row","1","arms",NA
"Hebe","28386990",3,NA,"subgroup_table","Col","2","subgroup_level",NA
"Hebe","28386990",3,NA,"subgroup_table","Col","1","baseline_level_1",NA
"Hebe","28386990",3,NA,"subgroup_table","Col","2","measures;p-interaction",NA
"David","28386035",1,NA,"subgroup_table","Row","1","arms;measures;p-interaction",NA
"David","28386035",1,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28386035",1,NA,"subgroup_table","Col","1","subgroup_level",NA
"David","28386035",2,NA,"subgroup_table","Row","1","other",NA
"David","28386035",2,NA,"subgroup_table","Row","2","arms;p-interaction",NA
"David","28386035",2,NA,"subgroup_table","Col","1","subgroup_name","empty_row_with_p_value"
"David","28386035",2,NA,"subgroup_table","Col","1","subgroup_level",NA
"Katherine","28385353 & Supplementary Append",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Row","1","arms","bold"
"Katherine","28385353 & Supplementary Append",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28385353 & Supplementary Append",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_2",NA
"Katherine","28316279 & Supplamentary Append",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Row","1","arms","bold"
"Katherine","28316279 & Supplamentary Append",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_1","empty_row"
"Katherine","28316279 & Supplamentary Append",1,"something wrong with the table (First Batch Generic Message)","baseline_table","Col","1","baseline_level_2",NA
