cluster,concept,cuis
6132,hder *,C3898895
6131,$nmbr$ hr prandial glucose ' * ’,C0017725;C1998602;C4553624
6130,nx *,C0445085
6129,antibodies to infliximab  n ( % ) * *,C3533054
6128,antibiotics * *,C0003232;C0003237;C3540704;C3540705;C3540706;C3540707;C3540708;C3540709;C3540710
6127,old stroke *,C1536121
6126,score on asthma control questionnaire * *,C4706265
6125,congestion *,C0700148;C2826600
6124,ldlc : hdlc,C1416822;C1704429
6123,ldlc,C1416822
6123,baseline ldlc level ( n = $nmbr$  $nmbr$ ) > $nmbr$ . $nmbr$ mgzdl,C0168634;C0441889;C0456079;C1416822;C1442488;C1547707;C2946261
6122,fdc $nmbr$ / $nmbr$   μ g ( n   =   $nmbr$ ),C0340427;C0439267;C1413520;C3539652
6122,fdc $nmbr$ / $nmbr$ pg vs placebo,C0030827;C0072225;C0340427;C1266240;C1413520;C3539652
6122,fdc $nmbr$ / $nmbr$ pg vs formoterol $nmbr$ pg,C0030827;C0072225;C0340427;C1266240;C1413520;C3539652
6122,fdc $nmbr$ / $nmbr$ pg vs aclidinium $nmbr$ pg,C0030827;C0072225;C0340427;C1266240;C1413520;C3539652
6122,fdc $nmbr$ / $nmbr$ pg,C0030827;C0072225;C0340427;C1266240;C1413520;C3539652
6121,fluticasone propionate / salmeterol fdc,C0340427;C1413520;C1622832;C3539652
6121,budesonide / formoterol fdc,C0340427;C1276807;C1413520;C3539652
6120,gaviscon da ( n = $nmbr$ ),C0011318;C0061146;C3668815
6119,> $nmbr$ da of capillary nonperfusion in the eyec,C0006901;C0011318;C0935624;C3668815
6118,dd ( n = $nmbr$ ),C3538867;C3814791
6118,dd,C3538867;C3814791
6117,gp mdi,C0993596;C1705010;C1839839;C3811116;C4049613
6116,mdi / hfa  n,C0015458;C0993596;C1839839;C4049613
6116,mdi,C0993596;C1839839;C4049613
6116,gff mdi,C0993596;C1839839;C4049613
6116,ff mdi,C0993596;C1839839;C4049613;C4554348
6115,sdai < $nmbr$ t,C3871128
6115,sdai < $nmbr$ . $nmbr$ *,C3871128
6115,sdai ( $nmbr$ - $nmbr$ ),C3871128
6115,sdai  mean ( sd ),C0444504;C2347634;C2348143;C2699239;C3871128
6115,sdai,C3871128
6114,cdai score < $nmbr$,C0683448;C1413248;C3273706
6114,cdai score  median ( min  max ),C0683448;C1413248;C3273706
6114,cdai score  mean ( s . d . ),C0683448;C1413248;C3273706
6114,cdai > $nmbr$  n [ % ],C0683448;C1413248;C3273706
6114,cdai < $nmbr$ t,C0683448;C1413248;C3273706
6114,cdai < $nmbr$ . $nmbr$ *,C0683448;C1413248;C3273706
6114,cdai ( $nmbr$ - $nmbr$ ),C0683448;C1413248;C3273706
6114,cdai  mean ( sd ),C0444504;C0683448;C1413248;C2347634;C2348143;C2699239;C3273706
6113,cdai score  mean ± sda,C0683448;C1413248;C3273706
6113,cdai,C0683448;C1413248;C3273706
6113,baseline cdai score  mean ( sd ),C0168634;C0683448;C1413248;C1442488;C3273706
6113,baseline cdai score  mean ( s . d . ),C0168634;C0683448;C1413248;C1442488;C3273706
6113,baseline cdai  mean ( sd ),C0168634;C0444504;C0683448;C1413248;C1442488;C2347634;C2348143;C2699239;C3273706
6113,baseline cdai,C0168634;C0683448;C1413248;C1442488;C3273706
6112,mean cdai score ( sd ),C0444504;C0683448;C1413248;C2347634;C2348143;C3273706
6112,mean cdai score,C0444504;C0683448;C1413248;C2347634;C2348143;C3273706
6112,cdai §,C0683448;C1413248;C3273706
6112,cdai score §,C0683448;C1413248;C3273706
6112,cdai score,C0683448;C1413248;C3273706
6111,rosiglitazone ( n = $nmbr$ ),C0289313
6111,rosiglitazone $nmbr$ mg daily,C0024671;C0026410;C0289313;C0332173;C0439269;C1960952;C2346927;C4321396;C4521761
6111,rosiglitazone $nmbr$ mg daik,C0024671;C0026410;C0289313;C0439269;C1960952;C2346927;C4321396;C4521761
6111,rosiglitazone,C0289313
6110,rosiglitazone versus metformin,C0289313
6110,rosiglitazone versus glyburide,C0289313
6110,p value for heterogeneity （ rosiglitazone versus glyburide ）,C0019409;C0242960;C0289313;C1709380
6109,timi major bleeding,C0019080;C0205082;C0205164;C4318856;C4521762
6109,major bleeding $nmbr$ to $nmbr$,C0019080;C0205082;C0205164;C4318856;C4521762
6109,history of major bleeding,C0019080;C0019664;C0019665;C0205082;C0205164;C0262512;C0262926;C1705255;C2004062;C4318856;C4521762
6109,bleeding,C0019080
6108,bleeding outcomes,C0019080;C1274040
6108,any gusto bleeding,C0019080
6107,gusto severe bleed,C0019080;C0205082;C4050465;C4050466
6107,any overt bleed,C0019080
6106,glycemic indexes,C1136206
6105,glycemic status f,C0016327;C1320980
6105,glycemic status,C1320980
6104,no dysglycaemia or mets pbo ( n = $nmbr$ ) vs evomab ( n = $nmbr$ ),C1960636
6104,no dysglycaemia or mets,C1960636
6104,dysglycemic categories  n ( % ),C0683312;C1960636
6104,dysglycaemia or mets,C1960636
6103,normoglycemic $nmbr$,C0580545
6103,normoglycemic,C0580545
6103,normoglycaemic individuals  n ( % ),C0027361;C0237401;C0580545
6103,individuals with normoglycaemia,C0027361;C0237401;C0580545
6102,normoglycemic {,C0580545
6102,normoglycemic ^,C0580545
6102,normoglycemia ^,C0580545
6102,normoglycemia,C0580545
6102,baseline normoglycemia,C0168634;C0580545;C1442488
6101,hypovolaemia,C0546884
6100,hyponatremia,C0020625;C4553967
6099,severe hypoglycemia,C0020615;C0205082;C4050465;C4050466;C4553659
6099,nonsevere hypoglycemia,C0020615;C4553659
6099,non - severe hypoglycaemia,C0020615;C0205082;C1518422;C4050465;C4050466;C4553659
6099,no severe hypoglycemia,C0020615;C0205082;C4050465;C4050466;C4553659
6099,no nonsevere hypoglycemia,C0020615;C4553659
6099,b nonsevere hypoglycemia,C0020615;C4553659
6099,a severe hypoglycemia,C0020615;C0205082;C4050465;C4050466;C4553659
6098,major hypoglycemia,C0020615;C0205082;C0205164;C4318856;C4521762;C4553659
6098,hypoglycemia ^,C0020615;C4553659
6098,hypoglycemia,C0020615;C4553659
6097,other hypoglycemic agent  n ( % ),C0020616
6097,other antihyperglycemic agents  not listed,C0020616
6097,naive to antihyperglycemic agent therapy,C0020616;C0039798;C0087111;C0450442;C1254351;C1363945;C1521826
6097,hypoglycemic agent,C0020616
6097,hypoglycaemic therapy,C0020616;C0039798;C0087111;C1363945
6097,hypoglycaemic agents,C0020616
6097,antihyperglycemic oral agent therapy,C0020616;C0039798;C0087111;C0442027;C0450442;C1254351;C1363945;C1521826;C4521986
6097,antihyperglycemic,C0020616
6096,glycohemoglobin  %  mean ( sd ),C0202054;C0444504;C0696092;C2347634;C2348143;C2699239
6096,glycohemoglobin  %,C0202054;C0696092
6096,glycated hemoglobin level,C0202054
6096,glycated hemoglobin  nonstandardized level — %,C0202054
6095,hemoglobin a ^ c  %,C0019020;C3889898
6095,hemoglobin a $nmbr$ c ( % ),C0019020;C3889898
6095,hemoglobin a $nmbr$ c  %,C0019020;C3889898
6095,hemoglobin a $nmbr$ c,C0019020;C3889898
6095,hemoglobin - a $nmbr$ c ( % ) ' • ■ * *,C0019020;C3889898
6094,mean glycated hemoglobin reduction during characteristic follow - up ( $nmbr$ % ci ) percent,C0017853;C0439165;C0444504;C0520870;C0589120;C1521970;C1522577;C1704685;C2347634;C2348143;C3274571
6094,glycated hemoglobin | |,C0017853
6094,glycated hemoglobin ( % ),C0017853
6094,glycated hemoglobin  mean ( sd )  %,C0017853;C0444504;C2347634;C2348143;C2699239
6094,glycated hemoglobin  %  mean ( sd ),C0017853;C0444504;C2347634;C2348143;C2699239
6094,glycated hemoglobin  %,C0017853
6094,glycated hemoglobin,C0017853
6094,glycated haemoglobin ( % ),C0017853
6093,patients with glycated hemoglobin > $nmbr$ . $nmbr$ % and > $nmbr$ episode ofdiabetic ketoacidosis *,C0017853;C0030705
6093,patients with glycated hemoglobin > $nmbr$ . $nmbr$ % and > $nmbr$ episode of severe hypoglycemia *,C0017853;C0030705
6093,patients with glycated hemoglobin < $nmbr$ . $nmbr$ % and no severe hypoglycemia or diabetic ketoacidosis,C0017853;C0030705
6093,glycosylated hemoglobin  %,C0017853
6093,glycated hemoglobin — % -,C0017853
6093,glycated hemoglobin — %,C0017853
6093,glycated hemoglobin - % ’,C0017853
6093,glycated hemoglobin  standardized level — %,C0017853
6093,glycated haemoglobin  %,C0017853
6092,hemoglobin 一 g / dl,C0019046;C0439267;C1319312;C3642216
6092,hemoglobin — g / dl,C0019046;C0439267;C1319312;C3642216
6092,hemoglobin ( g / dl ),C0019046;C0439267;C1319312;C3642216
6092,hemoglobin  g / dlf,C1319312
6092,hemoglobin  g / dl,C0019046;C0439267;C1319312;C3642216
6092,hemoglobin  g $nmbr$ $nmbr$,C1319312
6092,haemoglobin ( g / dl )  mean + sd  available for $nmbr$ patients,C0019046;C0439267;C0444504;C1319312;C2347634;C2348143;C2699239;C3642216
6092,haemoglobin ( g / dl ),C0019046;C0439267;C1319312;C3642216
6092,baseline hemoglobin  median ( iqr  g / dl ),C0019046;C0168634;C0439267;C0549183;C0876920;C1319312;C1442488;C2347635;C2348144;C2939193;C3642216
6091,hemoglobin ( g r $nmbr$ ),C0205090;C0684010;C1319312;C2603358
6091,hemoglobin ( g $nmbr$ ! ),C1319312
6090,hemoglobin level  %,C0019029;C1314664
6090,hemoglobin concentration — g / liter,C0019029;C0086045;C0439267;C0475211;C1314664;C1318517;C1319312;C1446561;C3827302
6089,for combined hemoglobin groups,C0019046;C0205195
6088,hemoglobin category,C0019046;C0683312;C3889287
6088,hemoglobin,C0019046
6088,bsl  baseline  cl  confidence interval  esrd  end - stage renal disease  hb  hemoglobin  hr  hazard ratio  k ( rate )  # of events per $nmbr$ patient - years of follow - up  yr  year . multivariate cox model with hemoglobin category and baseline urinary albumimcreatinine ratio  serum albumin  serum creatinine  and hemoglobin as covariates .,C0009667;C0019046;C0022661;C0030705;C0168634;C0201976;C0439234;C0441471;C0589120;C0596019;C0597277;C0600061;C0683312;C0871208;C1442488;C1521828;C1522577;C1549954;C1565830;C1704685;C1708601;C2985465;C3161035;C3274571;C3274659;C3541888;C3714583;C3853906;C3889287
6087,hemoglobin aj ^ ( % ),C0004486;C0019046;C0230613
6087,baseline hemoglobin aj ^ values,C0004486;C0019046;C0042295;C0168634;C0230613;C1442488
6086,bsl hb  gl - $nmbr$,C0018229;C0019046;C1423073;C1427674;C1549954
6085,hemoglobin ( gl ' ),C0018229;C0019046;C1423073;C1427674
6085,glyeated haemoglobin,C0019046
6084,laparoscopic cholecystectomy,C0162522
6083,colonoscopy,C0009378;C1548837
6082,patients with evaluable endoscopy,C0014245;C2986511
6081,endoscopy subscore  n ( % ),C0014245
6081,endoscopy subscore,C0014245
6081,endoscopic disease severity,C0014245;C0442418;C0521117
6080,semaglutide exposure  nmol / l,C0274281;C0332157;C0439282;C3885068
6079,pollen exposure,C0032385;C0274281;C0332157;C0795585;C1320238
6078,prior immunosuppressive exposure  n ( % ),C0021081;C0274281;C0332152;C0332157;C2826257
6078,prior anti - tnf exposure,C0274281;C0332152;C0332157;C1448177;C2826257
6078,exposed ( n = $nmbr$ ),C0332157
6078,exposed,C0332157
6077,exposure to study drug — days,C0013175;C0332157;C0439228
6076,mean ( sd ) extent of exposure  days,C0274281;C0332157;C0439228;C0439792;C0444504;C2347634;C2348143;C2699239
6076,exposure,C0274281;C0332157
6075,one vessel,C0005847;C0205447
6075,one or more exacerbations,C0205447
6075,one or more copd exacerbations ( n / n [ % ] ),C0205447
6075,one of the above,C0205447
6074,patients with at least one concomitant disease | |,C0030705;C0205447;C0243087
6074,patients with at least one concomitant disease *,C0030705;C0205447;C0243087
6073,one tnfi and,C0205447
6073,one tnfi *,C0205447
6073,one antihypertensive medication,C0003364;C0205447
6072,one or more requiring hospitalization in $nmbr$ mo before screening — no . ( % ) $nmbr$,C0205447
6072,one or more medications,C0205447
6072,one or more blood pressure medications  n ( % ),C0205447
6072,one lesion,C0205447;C0221198;C1546698
6071,spine *,C0037949;C2752558
6071,spine,C0037949;C2752558
6071,post erior - anterior spine,C0037949;C0205094;C0687676;C1704687;C2752558;C3469826
6070,ocn,C1412791;C2347392
6069,absolute time spent “ on ” without troublesome dyskinesia  h / day,C0439546
6069,absolute time spent “ on ” with troublesome dyskinesia  h / day,C0439546
6069,absolute time spent “ on ”  h / day,C0439546
6068,“ on ” without troublesome dyskinesia,C0013384
6068,“ on ” with troublesome dyskinesia,C0013384
6067,somnolence,C0013144;C2830004;C4553740
6066,in emergency department before ambulance transfer,C0002422;C0040671;C0562508;C1705822;C3846685;C4319192
6066,in ambulance,C0002422;C3846685
6065,ambulance ( % ),C0002422;C3846685
6065,ambulance  n ( % ),C0002422;C3846685
6065,ambulance,C0002422;C3846685
6064,no aminosalicylates  n,C0368663
6064,aminosalicylates  n,C0368663
6064,aminosalicylate,C0368663;C2825094
6064,$nmbr$ - aminosalicylates | | | |,C0368663
6064,$nmbr$ - aminosalicylates {,C0368663
6063,oral aminosalicylates,C0368663;C0442027;C4521986
6063,aminosalicylates * *,C0368663
6063,aminosalicylates,C0368663
6062,subdural / epidural,C0038541;C0228134;C0812144
6061,sacral and / or lumbar,C0036037
6060,lumbar epidural,C0581283
6059,pnd,C1417807;C1956415;C4552608
6059,paroxysmal nocturnal dyspnea,C1956415
6058,spinal,C0521329
6057,final analysis ( all patients ),C0002778;C0205088;C0936012;C1524024;C1546485;C3853528
6057,final a $nmbr$ c ( % ),C0205088;C1546485;C3853528
6056,final timi flow grade post - ppci,C0205088;C0441800;C0687676;C0919553;C1546485;C1704687;C3244287;C3272266;C3469826;C3853528
6056,final timi flow grade < $nmbr$,C0205088;C0441800;C0919553;C1546485;C3244287;C3272266;C3853528
6056,final timi flow,C0205088;C1546485;C3272266;C3853528
6055,final mean  mg / dl,C0205088;C0439269;C0444504;C1546485;C2347634;C2348143;C3853528
6055,final mean,C0205088;C0444504;C1546485;C2347634;C2348143;C3853528
6055,final,C0205088;C1546485;C3853528
6054,pravastatin sodium,C0700474
6053,sodium - glucose cotransporter $nmbr$ inhibitor,C0017725;C0037473;C0597484;C1999216;C3541959;C3714642
6053,sodium  meq / l,C0037473;C0439375;C0597484;C3541959;C3714642
6053,sodium,C0037473;C0597484;C3541959;C3714642
6052,serum albumin concentration  g / l,C0001924;C0036773;C0086045;C0229671;C0439294;C0456615;C0486291;C0683149;C0728877;C1446561;C1546774;C1550100;C3827302
6052,serum albumin - adjusted calcium ( mg / dl ),C0036773;C0728877
6052,serum albumin  g / l,C0036773;C0439294;C0456615;C0728877
6052,serum albumin  g / dl,C0036773;C0439267;C0728877
6052,serum albumin  g $nmbr$ $nmbr$,C0036773;C0439267;C0728877
6051,ileum ses - cd score  mean ( sd ),C0007928;C0020885;C0034283;C0444504;C0449820;C2347634;C2348143;C2699239;C4050231;C4552032
6051,ileum or colon,C0020885
6051,ileum and colon  n ( % ),C0020885
6051,ileum and colon  ' n ( % ),C0020885
6051,ileum and colon,C0020885
6051,ileum,C0020885
6050,caffeine consumption *,C0948365
6049,caffeine,C0006644;C0236734
6048,caffeine users  n ( % ),C3532939
6048,caffeine user  n ( % ),C3532939
6048,caffeine user,C3532939
6047,sufficient,C0205410
6046,j $nmbr$ coefficient,C1707429
6046,coefficient,C1707429
6046,basal insulin analogue dose * ( coefficient,C0178602;C0205112;C0243071;C0366513;C0650607;C0869039;C1114758;C1707429;C2825028
6045,supplementary oxygen,C0030054
6044,supplemental oxygen,C4534306
6043,use of supplemental oxygen  n ( % ),C4067893;C4554557
6042,open — no . ( % ),C0175566
6042,open triple ( n = $nmbr$ ),C0175566
6042,open,C0175566
6041,estrogens,C0014939;C3537250;C3541386;C3714615
6040,no estrogen,C0014939;C2936882;C4542544
6040,estrogen supplementation -,C0014939;C0242297;C2936882;C4542544
6040,estrogen supplementation,C0014939;C0242297;C2936882;C4542544
6040,estrogen ( ' % ? ),C0014939;C2936882;C4542544
6040,estrogen,C0014939;C2936882;C4542544
6039,primary enrollment diagnoses  n ( % ),C0332137;C0801658;C1516879;C1696073;C3888021
6038,pre - enrollment antihyperglycemic therapy,C0020616;C1516879;C1696073;C1882440;C3888021
6037,us site of enrollment,C1516879;C1696073;C2945843;C3888021
6036,enrollment to randomization,C0034656;C1516879;C1696073;C3888021
6035,hospitalization to enrollment,C0019993;C1516879;C1696073;C3888021
6035,enrollment strata : prior hospitalization,C0019993;C0332152;C1516879;C1696073;C2826257;C3888021
6034,thienopyridine at enrollment,C1120149;C1516879;C1696073;C3888021
6034,statin at enrollment,C0360714;C1516879;C1696073;C3888021
6034,beta - blocker at enrollment,C0001645;C1516879;C1696073;C3888021
6034,aspirin at enrollment,C0004057;C1516879;C1696073;C3888021
6033,medications at enrolment,C0013227;C0802604;C1516879;C1696073;C2598133;C3888021;C4284232
6033,medications at enrollment  n ( % ) :,C0013227;C0802604;C1516879;C1696073;C2598133;C3888021;C4284232
6033,medication at enrollment — no . ( % ),C0013227;C1516879;C1696073;C3244316;C3888021;C4284232
6033,medication after enrolment,C0013227;C1516879;C1696073;C3244316;C3888021;C4284232
6032,enrollment in lmwh substudy,C0019139;C1516879;C1696073;C3536766;C3888021
6032,enrollment in lmwh,C0019139;C1516879;C1696073;C3536766;C3888021
6031,reason for enrollment in active a — no . ( % ),C0392360;C1516879;C1696073;C3888021
6031,reason for enrollment in active a,C0392360;C1516879;C1696073;C3888021
6030,enrolled into osler,C4684790
6030,enrolled in the americas,C0002454;C0596070;C4684790
6030,enrolled from re - cover study — no . ( % ),C4684790
6030,enrolled from re - cover ii study — no . ( % ),C4684790
6029,sustained mucosal healingc n / n ( % ),C0026724;C0443318
6029,sustained mucosal healingc,C0026724;C0443318
6029,mucosal healingf,C0026724
6029,mucosal healingc n / n ( % ),C0026724
6028,musculoskeletal stiffness,C0427008;C0497254;C2707260
6028,musculoskeletal,C0497254;C2707260
6027,significant worsening in kccq clinical score ( ≥ $nmbr$ ) at $nmbr$ mo †,C0332271;C0449820;C1457868;C1546960;C2826293;C3476798;C4050231
6027,significant worsening in kccq clinical score ( > $nmbr$ ) at $nmbr$ months $nmbr$,C0332271;C0449820;C1457868;C1546960;C2826293;C3476798;C4050231
6027,significant worsening in kccq clinical,C0237881;C0332271;C0750502;C1457868;C1546944;C1546960;C3476798
6027,kccq score,C3476798
6026,diclofenac ( n = $nmbr$ ),C0012091
6026,diclofenac ( n = $nmbr$  $nmbr$ ),C0012091
6026,diclofenac $nmbr$ mg ( n = $nmbr$ ) n ( % ),C0012091;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
6026,diclofenac $nmbr$ mg  n = $nmbr$  n ( % ),C0012091;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
6026,diclofenac,C0012091
6025,diclofenac group ( n = $nmbr$ $nmbr$ ),C0012091;C0441848
6025,diclofenac ( n = $nmbr$ $nmbr$ ),C0012091
6024,included in analysis,C0002778;C0332257;C0936012;C1524024
6024,( including hypertension ),C0332257
6023,cyclosporine ( n = $nmbr$ ),C0010592;C0010594
6023,cyclosporin,C0010592;C0010594
6022,ticlopidine ( n = $nmbr$ ),C0040207
6022,ticlopidine,C0040207
6021,dulaglutide $nmbr$ . $nmbr$ mgf,C1366394;C3179549;C3712803;C3887684
6020,table $nmbr$ . selected baseline characteristics of the study patients . *,C0039224;C1706074
6020,table $nmbr$ . characteristics of the patients at baseline . *,C0039224;C0815172;C1706074
6020,table $nmbr$ . characteristics of patients treated with losartan and atenolol *,C0039224;C0815172;C1706074
6019,si . gni . fi . canr ecg changes  positive biomarkers  and age < $nmbr$ vrs,C1623258;C4050619
6019,$nmbr$ . $nmbr$ ( fi . $nmbr$ ),C4050619
6018,height in meters .,C0441074;C0489786
6017,> = $nmbr$ meters,C0441074
6017,< $nmbr$ meters,C0441074
6016,relative risk ( $nmbr$ % confidence interval ),C0009667;C0242492
6015,risk ratio [ $nmbr$ % cl ],C0028873;C0242492;C0596019
6015,relative risk ® ( $nmbr$ % cl ),C0242492;C0596019
6015,relative risk ® ' ( $nmbr$ % cl ),C0242492;C0596019
6015,relative risk vs . placebo ( $nmbr$ % cl ),C0242492
6015,relative risk * ( $nmbr$ % cl ),C0242492;C0596019
6015,relative risk ( $nmbr$ % cl ),C0242492;C0596019
6014,risk reduction ( $nmbr$ % cl ),C0596019;C1137094
6014,risk reduction  %,C1137094
6014,relative risk reduction ( $nmbr$ % cl ) percent,C0080103;C0205345;C0242492;C0301630;C0392756;C0439165;C0596019;C1137094;C1293152;C1547039;C4551656
6014,relative risk reduction ( $nmbr$ % cl ),C0080103;C0205345;C0242492;C0301630;C0392756;C0596019;C1137094;C1293152;C1547039;C4551656
6014,% risk reduction ( $nmbr$ % cl ),C0596019;C1137094
6013,risk model endpoint,C0035647;C2349179;C2826544;C3161035;C3274659;C3714583;C3853906;C4552904
6013,model $nmbr$ §,C3161035;C3274659;C3714583;C3853906
6013,model $nmbr$ t,C3161035;C3274659;C3714583;C3853906
6013,model $nmbr$ +,C3161035;C3274659;C3714583;C3853906
6013,model $nmbr$,C3161035;C3274659;C3714583;C3853906
6013,model  n,C3161035;C3274659;C3714583;C3853906
6013,crude model hr ( $nmbr$ % ci ),C0008107;C3161035;C3259781;C3274659;C3714583;C3853906
6012,other countries,C0454664
6012,hba $nmbr$ c ( % ) all countries,C0019016;C0454664;C1825777;C3538758
6012,all countries,C0454664
6011,country  n ( % ),C0454664;C1511538
6011,country,C0454664;C1511538
6010,contrast volume > $nmbr$ ( ml ),C0009924;C0439526;C0449468;C1690016;C1705102;C1705224;C1979874;C2700258;C3887665
6010,contrast volume ( ml ),C0009924;C0439526;C0449468;C1690016;C1705102;C1705224;C1979874;C2700258;C3887665
6010,contrast volume,C0009924;C0449468;C1690016;C1705102;C1979874;C2700258
6010,contrast used ( ml ) *,C0009924;C1979874
6009,microalbuminuria — no . / total no . ( % ),C0730345
6009,microalbuminuria — no . ( % ),C0730345
6009,microalbuminuria at baseline ( $nmbr$ % of patients treated ),C0030705;C0168634;C0730345;C1442488
6009,microalbuminuria  n ( % ),C0730345
6009,microalbuminuria,C0730345
6008,microalbuminuria or proteinuria,C0730345
6008,microalbuminuria or macroalbuminuria §,C0730345
6008,microalbuminuria or macroalbuminuria,C0730345
6008,microalbuminuria ( uacr $nmbr$ – $nmbr$ ),C0730345
6008,high microalbuminuria to macroalbuminuria ( n = $nmbr$ ),C0205250;C0730345;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
6007,worsened,C1457868;C4084902
6006,tanezumab ( all doses combined ) + nsaida,C2346819
6006,tanezumab ( all doses combined ),C2346819
6005,combined therapy vsta msu iosin,C0024776;C0033972;C1412759
6005,combined therapy vsdutasteride,C0033972
6005,combined therapy ( / v = $nmbr$ )  $nmbr$ / $nmbr$,C0033972
6004,source,C0449416;C1705919;C4521696
6003,third heart sound  n ( % ),C0232237;C0232278
6003,third heart sound,C0232237;C0232278
6002,continued treatment study,C0549178;C3161471
6001,continuous variables  mean ( sd ) ^,C0439828;C0444504;C0549178;C2347634;C2348143;C2699239
6001,continuous variables  mean ( sd ),C0439828;C0444504;C0549178;C2347634;C2348143;C2699239
6001,continuous,C0549178
6001,$nmbr$ / $nmbr$ ( $nmbr$ . $nmbr$ ) ( continued ),C0549178
6001,$nmbr$ ( $nmbr$ . $nmbr$ ) ( continued ),C0549178
6000,ongoing atopic or allergic condition — no . { % ),C0392707;C0549178
5999,continued thienopyridine n ( % ),C0549178;C1120149
5999,continued thienopyridine %,C0549178;C1120149
5999,continue thienopyridine n = $nmbr$,C0549178
5998,testing order,C0039593;C0392366;C1705175;C1705176;C1705177;C1705178;C1882348;C3889825;C4284072
5997,ppg post - meal test  mmol / l,C0022885;C0039593;C0376674;C0392366;C0456984;C1418888;C1515976;C1532563;C3831328;C4318744
5997,positive orthostatic test },C0022885;C0039593;C0231472;C0392366;C0439178;C0456984;C1446409;C1514241;C1515976;C2825490;C3812269;C3831328;C4318744
5997,orthostatic test *,C0022885;C0039593;C0231472;C0392366;C0456984;C1515976;C3831328;C4318744
5997,likelihood test,C0022885;C0033204;C0039593;C0392366;C0456984;C1515976;C3831328;C4318744
5997,laboratory tests,C0022885
5997,laboratory testing,C0022885
5997,heterogeneity test,C0019409;C0022885;C0039593;C0242960;C0392366;C0456984;C1515976;C3831328;C4318744
5997,heterogeneity / trend test,C0019409;C0022885;C0039593;C0242960;C0392366;C0456984;C1515976;C1521798;C3831328;C4318744;C4554533
5997,dfisher ' s exact test .,C0022885;C0039593;C0392366;C0456984;C1515976;C2828393;C3831328;C4050514;C4318744
5997,cfisher ' s exact test .,C0022885;C0039593;C0392366;C0456984;C1515976;C2828393;C3831328;C4050514;C4318744
5996,$nmbr$ st : $nmbr$ - $nmbr$ . $nmbr$ pmol / l,C0036056;C0439284;C3272372
5995,st - $nmbr$ ( ng / ml ),C0036056;C0439275;C3272372
5995,st +,C0036056;C3272372
5994,st,C0036056;C3272372
5994,> $nmbr$ st and < $nmbr$ nd quartile,C0036056;C3272372
5994,< $nmbr$ st quartile,C0036056;C2828255;C3272372
5994,$nmbr$ st tertile ( < = $nmbr$ mg / dl [ < = $nmbr$ . $nmbr$ mmol / l ] ) b,C0036056;C0439269;C1532563;C3272372
5994,$nmbr$ st < $nmbr$ . $nmbr$,C0036056;C3272372
5993,st / t wave,C0036056;C0429103;C3272372
