user;docid;page;corrupted_text;tableType;location;number;content;qualifiers
Lili;28948656;2;NA;subgroup_table;Col;1;"outcomes;measures";empty_row
Lili;28948656;2;NA;subgroup_table;Col;1;subgroup_level;indented
Katherine;28921862;1;NA;baseline_table;Row;1;"measures;arms";NA
Katherine;28921862;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28921862;1;NA;baseline_table;Col;1;baseline_level_2;NA
Katherine;28921862;2;NA;baseline_table;Row;1;arms;bold
Katherine;28921862;2;NA;baseline_table;Col;1;baseline_level_1;"bold;empty_row"
Katherine;28921862;2;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28910237;1;NA;baseline_table;Row;1;arms;NA
Lili;28910237;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28910237;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28905478;1;NA;subgroup_table;Row;1;subgroup_level;bold
Lili;28905478;1;NA;subgroup_table;Row;2;arms;bold
Lili;28905478;1;NA;subgroup_table;Col;1;baseline_level_1;empty_row
Lili;28905478;1;NA;subgroup_table;Col;1;"measures;baseline_level_2";NA
Lili;28905478;2;NA;subgroup_table;Row;1;subgroup_level;NA
Lili;28905478;2;NA;subgroup_table;Row;2;arms;NA
Lili;28905478;2;NA;subgroup_table;Col;1;outcomes;empty_row
Lili;28905478;2;NA;subgroup_table;Col;1;"measures;outcomes";NA
Lili;28905478;3;NA;subgroup_table;Row;1;"measures;p-interaction";NA
Lili;28905478;3;NA;subgroup_table;Col;1;subgroup_name;empty_row_with_p_value
Lili;28905478;3;NA;subgroup_table;Col;1;subgroup_level;NA
Lili;28905478;3;NA;subgroup_table;Col;2;arms;NA
Lili;28904068;1;NA;baseline_table;Row;1;subgroup_level;bold
Lili;28904068;1;NA;baseline_table;Row;2;arms;NA
Lili;28904068;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28904068;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28904068;2;NA;subgroup_table;Row;1;subgroup_level;bold
Lili;28904068;2;NA;subgroup_table;Row;2;arms;bold
Lili;28904068;2;NA;subgroup_table;Col;1;outcomes;bold
Lili;28904068;2;NA;subgroup_table;Col;1;measures;NA
Katherine;28903864 & Supplementary Append;1;NA;baseline_table;Row;1;arms;bold
Katherine;28903864 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28903864 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;indented
Lili;28902593 & Supplementary Append;1;NA;baseline_table;Row;1;other;NA
Lili;28902593 & Supplementary Append;1;NA;baseline_table;Row;2;subgroup_level;NA
Lili;28902593 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28902593 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28893134;1;NA;baseline_table;Row;1;other;NA
Lili;28893134;1;NA;baseline_table;Row;2;arms;NA
Lili;28893134;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28893134;1;NA;baseline_table;Col;1;baseline_level_2;NA
Katherine;28893134;2;NA;baseline_table;Row;1;"measures;arms";bold
Katherine;28893134;2;NA;baseline_table;Col;1;baseline_level_1;NA
Lili;28877027 & Supplementary Append;2;NA;subgroup_table;Row;1;subgroup_level;NA
Lili;28877027 & Supplementary Append;2;NA;subgroup_table;Row;2;"arms;measures";NA
Lili;28877027 & Supplementary Append;2;NA;subgroup_table;Row;3;measures;NA
Lili;28877027 & Supplementary Append;2;NA;subgroup_table;Col;1;outcomes;empty_row
Lili;28877027 & Supplementary Append;2;NA;subgroup_table;Col;1;"measures;other";NA
Katherine;28854085;1;Corrupted older annotation;baseline_table;Row;1;arms;bold
Katherine;28854085;1;Corrupted older annotation;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28854085;1;Corrupted older annotation;baseline_table;Col;1;baseline_level_2;NA
Katherine;28847206;1;NA;baseline_table;Row;1;arms;bold
Katherine;28847206;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28847206;1;NA;baseline_table;Col;1;baseline_level_2;indented
Lili;28847206;2;NA;subgroup_table;Row;1;measures;NA
Lili;28847206;2;NA;subgroup_table;Col;1;subgroup_name;empty_row
Lili;28847206;2;NA;subgroup_table;Col;1;subgroup_level;NA
Lili;28847206;2;NA;subgroup_table;Row;2;"arms;measures;p-interaction";NA
David;28844990;1;NA;baseline_table;Row;1;"arms;measures";NA
David;28844990;1;NA;baseline_table;Col;1;baseline_level_1;empty_row_with_p_value
David;28844990;1;NA;baseline_table;Col;1;baseline_level_2;NA
David;28844990;2;NA;subgroup_table;Row;1;"arms;measures";NA
David;28844990;2;NA;subgroup_table;Row;2;measures;NA
David;28844990;2;NA;subgroup_table;Col;1;subgroup_name;empty_row
David;28844990;2;NA;subgroup_table;Col;1;subgroup_level;indented
David;28844192;1;NA;baseline_table;Row;1;arms;NA
David;28844192;1;NA;baseline_table;Col;1;subgroup_name;empty_row
David;28844192;1;NA;baseline_table;Col;1;subgroup_level;NA
David;28844192;2;NA;subgroup_table;Row;1;"arms;measures;p-interaction";NA
David;28844192;2;NA;subgroup_table;Row;2;other;NA
David;28844192;2;NA;subgroup_table;Col;1;subgroup_name;empty_row_with_p_value
David;28801539;2;NA;subgroup_table;Row;1;subgroup_level;NA
David;28801539;2;NA;subgroup_table;Row;2;"arms;measures;p-interaction";NA
David;28801539;2;NA;subgroup_table;Col;1;outcomes;NA
David;28720132 & Supplementary Append;1;NA;baseline_table;Row;1;arms;NA
David;28720132 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
David;28720132 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;indented
David;28720132 & Supplementary Append;2;NA;subgroup_table;Row;1;measures;NA
David;28720132 & Supplementary Append;2;NA;subgroup_table;Row;2;arms;NA
David;28720132 & Supplementary Append;2;NA;subgroup_table;Col;1;subgroup_name;NA
David;28720132 & Supplementary Append;2;NA;subgroup_table;Col;2;subgroup_level;NA
David;28720132 & Supplementary Append;3;NA;subgroup_table;Row;1;measures;NA
David;28720132 & Supplementary Append;3;NA;subgroup_table;Row;2;arms;NA
David;28720132 & Supplementary Append;3;NA;subgroup_table;Col;1;subgroup_name;NA
David;28720132 & Supplementary Append;3;NA;subgroup_table;Col;2;subgroup_level;NA
David;28666775;1;NA;baseline_table;Row;1;subgroup_level;NA
David;28666775;1;NA;baseline_table;Row;2;arms;NA
David;28666775;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
David;28666775;1;NA;baseline_table;Col;1;baseline_level_2;NA
David;28666775;3;NA;subgroup_table;Row;1;subgroup_level;NA
David;28666775;3;NA;subgroup_table;Row;2;arms;NA
David;28666775;3;NA;subgroup_table;Col;1;subgroup_level;"bold;empty_row"
David;28666775;3;NA;subgroup_table;Col;1;measures;NA
David;28636754;1;NA;baseline_table;Row;1;arms;NA
David;28636754;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
David;28636754;1;NA;baseline_table;Col;1;baseline_level_2;NA
David;28636754;2;NA;baseline_table;Row;1;"measures;p-interaction";NA
David;28636754;2;NA;baseline_table;Row;2;"arms;measures";NA
David;28636754;2;NA;baseline_table;Col;1;subgroup_level;NA
David;28605608;2;NA;subgroup_table;Row;1;"arms;measures;p-interaction";NA
David;28605608;2;NA;subgroup_table;Row;2;measures;NA
David;28605608;2;NA;subgroup_table;Col;1;subgroup_name;empty_row_with_p_value
David;28605608;2;NA;subgroup_table;Col;1;subgroup_level;NA
Hebe;28558833;1;NA;baseline_table;Row;1;arms;NA
Hebe;28558833;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Hebe;28558833;1;NA;baseline_table;Col;1;baseline_level_2;NA
Hebe;28473423;1;NA;baseline_table;Row;1;arms;bold
Hebe;28473423;1;NA;baseline_table;Col;1;baseline_level_1;"bold;empty_row"
Hebe;28473423;1;NA;baseline_table;Col;1;baseline_level_2;NA
Hebe;28473423;2;NA;subgroup_table;Row;1;other;bold
Hebe;28473423;2;NA;subgroup_table;Row;2;"arms;measures";bold
Hebe;28473423;2;NA;subgroup_table;Col;1;subgroup_level;bold
Hebe;28473423;2;NA;subgroup_table;Col;1;measures;NA
Hebe;28467869 & Supplementary Append;1;NA;baseline_table;Row;1;other;bold
Hebe;28467869 & Supplementary Append;1;NA;baseline_table;Row;2;arms;NA
Hebe;28467869 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Hebe;28467869 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;NA
Hebe;28432746;2;NA;subgroup_table;Row;4;arms;NA
Hebe;28432746;2;NA;subgroup_table;Row;5;subgroup_level;NA
Hebe;28432746;2;NA;subgroup_table;Row;29;arms;NA
Hebe;28432746;2;NA;subgroup_table;Row;30;subgroup_level;NA
Hebe;28432746;2;NA;subgroup_table;Row;1;other;NA
Hebe;28432746;2;NA;subgroup_table;Row;28;other;NA
Hebe;28432746;2;NA;subgroup_table;Col;1;baseline_level_1;empty_row
Hebe;28432746;2;NA;subgroup_table;Col;1;"measures;p-interaction";indented
Hebe;28416587;1;NA;baseline_table;Row;1;arms;bold
Hebe;28416587;1;NA;baseline_table;Col;1;subgroup_name;empty_row
Hebe;28416587;1;NA;baseline_table;Col;1;subgroup_level;indented
Hebe;28416587;2;NA;subgroup_table;Row;1;measures;NA
Hebe;28416587;2;NA;subgroup_table;Col;1;subgroup_name;NA
Hebe;28416587;2;NA;subgroup_table;Col;2;subgroup_level;NA
Hebe;28405473 & Supplementary Append;1;NA;baseline_table;Row;1;arms;NA
Hebe;28405473 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Hebe;28405473 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;indented
Hebe;28402745;1;NA;baseline_table;Row;1;arms;bold
Hebe;28402745;1;NA;baseline_table;Col;1;subgroup_name;empty_row
Hebe;28402745;1;NA;baseline_table;Col;1;subgroup_level;NA
Hebe;28402745;2;NA;subgroup_table;Row;1;"arms;measures;p-interaction";NA
Hebe;28402745;2;NA;subgroup_table;Col;1;subgroup_name;empty_row_with_p_value
Hebe;28402745;2;NA;subgroup_table;Col;1;subgroup_level;NA
David;28386990;2;NA;subgroup_table;Row;1;arms;NA
David;28386990;2;NA;subgroup_table;Row;2;subgroup_level;NA
David;28386990;2;NA;subgroup_table;Col;1;outcomes;NA
David;28386990;2;NA;subgroup_table;Col;2;measures;NA
Katherine;28385353 & Supplementary Append;1;Corrupted older annotation;baseline_table;Row;1;arms;bold
Katherine;28385353 & Supplementary Append;1;Corrupted older annotation;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28385353 & Supplementary Append;1;Corrupted older annotation;baseline_table;Col;1;baseline_level_2;NA
Katherine;28316279 & Supplamentary Append;1;Corrupted older annotation;baseline_table;Row;1;arms;bold
Katherine;28316279 & Supplamentary Append;1;Corrupted older annotation;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28316279 & Supplamentary Append;1;Corrupted older annotation;baseline_table;Col;1;baseline_level_2;NA
Katherine;28316279 & Supplamentary Append;2;Corrupted older annotation;baseline_table;Row;1;arms;NA
Katherine;28316279 & Supplamentary Append;2;Corrupted older annotation;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28316279 & Supplamentary Append;2;Corrupted older annotation;baseline_table;Col;1;baseline_level_2;NA
Katherine;28278391;3;NA;baseline_table;Row;1;measures;NA
Katherine;28278391;3;NA;baseline_table;Col;1;baseline_level_1;empty_row
Katherine;28278391;3;NA;baseline_table;Col;1;baseline_level_2;indented
Lili;28263812;1;NA;baseline_table;Row;1;"arms;measures";NA
Lili;28263812;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28263812;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28263812;2;NA;subgroup_table;Row;1;"arms;measures";NA
Lili;28263812;2;NA;subgroup_table;Row;2;measures;NA
Lili;28263812;2;NA;subgroup_table;Col;1;outcomes;NA
Lili;28246237;1;NA;baseline_table;Row;1;arms;NA
Lili;28246237;1;NA;baseline_table;Row;2;measures;NA
Lili;28246237;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28246237;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28246237;2;NA;subgroup_table;Row;1;"arms;measures";NA
Lili;28246237;2;NA;subgroup_table;Col;1;subgroup_name;empty_row
Lili;28246237;2;NA;subgroup_table;Col;1;subgroup_level;NA
Lili;28237263;1;NA;baseline_table;Row;1;arms;bold
Lili;28237263;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28237263;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28237263;3;NA;subgroup_table;Row;1;measures;NA
Lili;28237263;3;NA;subgroup_table;Row;2;"arms;measures;p-interaction";NA
Lili;28237263;3;NA;subgroup_table;Col;1;subgroup_level;NA
Lili;28231942;1;NA;baseline_table;Row;1;subgroup_level;bold
Lili;28231942;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28231942;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28231942;3;NA;baseline_table;Row;1;subgroup_level;bold
Lili;28231942;3;NA;baseline_table;Row;2;measures;NA
Lili;28231942;3;NA;baseline_table;Row;3;arms;NA
Lili;28231942;3;NA;baseline_table;Row;4;measures;NA
Lili;28231942;3;NA;baseline_table;Col;1;baseline_level_1;NA
Lili;28215362 & Supplementary Append;1;NA;baseline_table;Row;1;"arms;measures";bold
Lili;28215362 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28215362 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28215362 & Supplementary Append;2;NA;subgroup_table;Row;1;arms;bold
Lili;28215362 & Supplementary Append;2;NA;subgroup_table;Col;1;subgroup_name;"bold;empty_row"
Lili;28215362 & Supplementary Append;2;NA;subgroup_table;Col;1;subgroup_level;NA
Lili;28215362 & Supplementary Append;2;NA;subgroup_table;Col;1;measures;indented
Lili;28153828 & Supplementary Append;1;NA;baseline_table;Row;1;arms;NA
Lili;28153828 & Supplementary Append;1;NA;baseline_table;Row;2;measures;NA
Lili;28153828 & Supplementary Append;1;NA;baseline_table;Row;3;measures;NA
Lili;28153828 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;NA
Lili;28153828 & Supplementary Append;2;NA;subgroup_table;Row;1;arms;NA
Lili;28153828 & Supplementary Append;2;NA;subgroup_table;Row;2;other;NA
Lili;28153828 & Supplementary Append;2;NA;subgroup_table;Row;3;measures;NA
Lili;28153828 & Supplementary Append;2;NA;subgroup_table;Col;1;subgroup_name;NA
Lili;28153828 & Supplementary Append;2;NA;subgroup_table;Col;2;subgroup_level;NA
Lili;28118533;1;NA;baseline_table;Row;1;arms;NA
Lili;28118533;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28118533;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28118533;2;NA;subgroup_table;Row;1;measures;NA
Lili;28118533;2;NA;subgroup_table;Col;1;subgroup_name;empty_row
Lili;28118533;2;NA;subgroup_table;Col;1;subgroup_level;NA
Lili;28035868;1;NA;baseline_table;Row;1;subgroup_level;NA
Lili;28035868;1;NA;baseline_table;Row;2;arms;NA
Lili;28035868;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;28035868;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;28035868;2;NA;subgroup_table;Row;1;subgroup_level;NA
Lili;28035868;2;NA;subgroup_table;Row;2;arms;NA
Lili;28035868;2;NA;subgroup_table;Col;1;outcomes;empty_row
Lili;28035868;2;NA;subgroup_table;Col;1;measures;NA
Lili;27993292 & Supplementary Append;1;NA;baseline_table;Row;1;arms;NA
Lili;27993292 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;27993292 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;27993292 & Supplementary Append;2;NA;subgroup_table;Row;1;subgroup_level;bold
Lili;27993292 & Supplementary Append;2;NA;subgroup_table;Row;2;arms;NA
Lili;27993292 & Supplementary Append;2;NA;subgroup_table;Col;1;outcomes;NA
Lili;27993292 & Supplementary Append;3;NA;subgroup_table;Row;1;arms;NA
Lili;27993292 & Supplementary Append;3;NA;subgroup_table;Row;2;measures;NA
Lili;27993292 & Supplementary Append;3;NA;subgroup_table;Col;1;subgroup_name;empty_row
Lili;27993292 & Supplementary Append;3;NA;subgroup_table;Col;1;subgroup_level;indented
Lili;27965257 & Supplementary Append;1;NA;baseline_table;Row;1;arms;NA
Lili;27965257 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_1;empty_row
Lili;27965257 & Supplementary Append;1;NA;baseline_table;Col;1;baseline_level_2;NA
Lili;27965257 & Supplementary Append;2;NA;subgroup_table;Row;1;arms;NA
Lili;27965257 & Supplementary Append;2;NA;subgroup_table;Col;1;subgroup_level;"bold;empty_row"
Lili;27965257 & Supplementary Append;2;NA;subgroup_table;Col;1;measures;NA
Lili;27956003;1;NA;baseline_table;Row;1;arms;NA
