pmid;page;filename_orig;mesh_broad_label;tableType
15998891;2;15998891_2.html;Parkinson Disease;result_table_subgroup
15998891;2;15998891_2.html;Myocardial Ischemia;result_table_subgroup
16116047;3;16116047_3.html;Hypertension;NA
16116047;4;16116047_4.html;Hypertension;result_table_without_subgroup
16116047;5;16116047_5.html;Hypertension;result_table_without_subgroup
16139123;3;16139123_3.html;Hypertension;result_table_without_subgroup
16139123;4;16139123_4.html;Hypertension;result_table_without_subgroup
16214597;2;16214597_2.html;Myocardial Ischemia, acute;result_table_subgroup
16214597;3;16214597_3.html;Myocardial Ischemia, acute;result_table_subgroup
16267322;2;16267322_2.html;Inflammatory Bowel Diseases;NA
16351668;2;16351668_2.html;Hyperlipidemias;NA
16351668;2;16351668_2.html;Myocardial Ischemia;NA
16380589;2;16380589_2.html;Arrhythmias, Cardiac;result_table_subgroup
16495392;2;16495392_2.html;Arthritis;NA
16495392;2;16495392v2_2.html;Arthritis;NA
16508926;3;16508926_3.html;Arthritis;result_table_subgroup
16508926;4;16508926_4.html;Arthritis;NA
16508926;5;16508926_5.html;Arthritis;NA
16508926;6;16508926_6.html;Arthritis;NA
16533938;2;16533938_2.html;Myocardial Ischemia, chronic;result_table_subgroup
16533938;2;16533938_2.html;Myocardial Ischemia;result_table_subgroup
16537662;2;16537662_2.html;Hypertension;result_table_subgroup
16537662;2;16537662v2_2.html;Hypertension;result_table_subgroup
16537663;2;16537663_2.html;NA;result_table_subgroup
16572114;2;16572114_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
16651474;1;16651474_1.html;Heart Failure;result_table_subgroup
16651474;1;16651474_1.html;Myocardial Ischemia, acute;result_table_subgroup
16651474;1;16651474_1.html;Hypertension;result_table_subgroup
16651474;1;16651474_1.html;Hyperlipidemias;result_table_subgroup
16651474;1;16651474_1.html;Diabetes Mellitus;result_table_subgroup
16651474;1;16651474_1.html;Myocardial Ischemia;result_table_subgroup
16709304;2;16709304_2.html;Hyperlipidemias;result_table_subgroup
16709304;3;16709304_3.html;Hyperlipidemias;result_table_subgroup
16709304;4;16709304_4.html;Hyperlipidemias;result_table_subgroup
16714187;2;16714187_2.html;Brain Ischemia;NA
16801465;2;16801465_2.html;Myocardial Ischemia, acute;result_table_subgroup
16801465;2;16801465_2.html;Myocardial Ischemia;result_table_subgroup
16905022;2;16905022_2.html;Myocardial Ischemia, acute;result_table_subgroup
17011942;2;17011942_2.html;Hyperlipidemias;result_table_subgroup
17011942;2;17011942v2_2.html;Hyperlipidemias;result_table_subgroup
17011942;2;17011942v3_2.html;Hyperlipidemias;result_table_subgroup
17022864;3;17022864_3.html;Hyperlipidemias;result_table_without_subgroup
17058629;2;17058629_2.html;Hyperlipidemias;result_table_subgroup
17060377;2;17060377_2.html;Myocardial Ischemia, chronic;NA
17060377;2;17060377_2.html;Myocardial Ischemia;NA
17060377;3;17060377_3.html;Myocardial Ischemia, chronic;result_table_subgroup
17060377;3;17060377_3.html;Myocardial Ischemia;result_table_subgroup
17065671;2;17065671_2.html;Myocardial Ischemia, chronic;result_table_subgroup
17065671;2;17065671_2.html;Stroke;result_table_subgroup
17065671;2;17065671_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
17065671;2;17065671v2_2.html;Myocardial Ischemia, chronic;result_table_subgroup
17065671;2;17065671v2_2.html;Stroke;result_table_subgroup
17065671;2;17065671v2_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
17097378;1;17097378_1.html;Parapsoriasis;result_table_subgroup
17097378;1;17097378_1.html;Psoriasis;result_table_subgroup
17097378;2;17097378_2.html;Parapsoriasis;result_table_subgroup
17097378;2;17097378_2.html;Psoriasis;result_table_subgroup
17113426;2;17113426_2.html;Arthritis;result_table_subgroup
17113426;2;17113426v2_2.html;Arthritis;result_table_subgroup
17113426;2;17113426v3_2.html;Arthritis;result_table_subgroup
17145742;2;17145742_2.html;Diabetes Mellitus, Type 2;NA
17244641;2;17244641_2.html;Myocardial Ischemia, acute;NA
17259484;2;17259484_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
17292766;2;17292766_2.html;Arthritis;NA
17292766;3;17292766_3.html;Arthritis;result_table_subgroup
17292766;4;17292766_4.html;Arthritis;NA
17292766;2;17292766v2_2.html;Arthritis;NA
17292766;3;17292766v2_3.html;Arthritis;result_table_subgroup
17292766;4;17292766v2_4.html;Arthritis;NA
17292766;2;17292766v3_2.html;Arthritis;NA
17304660;2;17304660_2.html;Arthritis;result_table_subgroup
17392541;1;17392541_1.html;Diabetes Mellitus, Type 1;NA
17398308;2;17398308_2.html;Myocardial Ischemia, chronic;result_table_subgroup
17398308;2;17398308_2.html;Death, Sudden, Cardiac;result_table_subgroup
17398308;2;17398308_2.html;Myocardial Ischemia, acute;result_table_subgroup
17398308;2;17398308_2.html;Peripheral Vascular Diseases;result_table_subgroup
17398308;2;17398308_2.html;Stroke;result_table_subgroup
17456819;2;17456819_2.html;Myocardial Ischemia, acute;result_table_subgroup
17456819;2;17456819_2.html;Myocardial Ischemia;result_table_subgroup
17456819;2;17456819v2_2.html;Myocardial Ischemia, acute;result_table_subgroup
17456819;2;17456819v2_2.html;Myocardial Ischemia;result_table_subgroup
17456819;2;17456819v3_2.html;Myocardial Ischemia, acute;result_table_subgroup
17456819;2;17456819v3_2.html;Myocardial Ischemia;result_table_subgroup
17456819;2;17456819v4_2.html;Myocardial Ischemia, acute;result_table_subgroup
17456819;2;17456819v4_2.html;Myocardial Ischemia;result_table_subgroup
17470434;2;17470434_2.html;Arthritis;result_table_subgroup
17470824;2;17470824_2.html;Inflammatory Bowel Diseases;result_table_subgroup
17560879;1;17560879_1.html;Hyperlipidemias;result_table_subgroup
17560879;2;17560879_2.html;Hyperlipidemias;NA
17605774;2;17605774_2.html;Lung Diseases, Obstructive;result_table_subgroup
17605774;3;17605774_3.html;Lung Diseases, Obstructive;result_table_subgroup
17634458;1;17634458_1.html;Inflammatory Bowel Diseases;NA
17634458;2;17634458_2.html;Inflammatory Bowel Diseases;result_table_subgroup
17634459;2;17634459_2.html;Inflammatory Bowel Diseases;NA
17765963;2;17765963_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
17804843;2;17804843_2.html;Arrhythmias, Cardiac;result_table_subgroup
17804843;2;17804843v2_2.html;Arrhythmias, Cardiac;result_table_subgroup
17846352;2;17846352_2.html;Heart Failure;result_table_subgroup
17846352;2;17846352_2.html;Myocardial Ischemia, acute;result_table_subgroup
17846352;2;17846352_2.html;Hypertension;result_table_subgroup
17846352;2;17846352_2.html;Hyperlipidemias;result_table_subgroup
17846352;2;17846352_2.html;Diabetes Mellitus;result_table_subgroup
17846352;2;17846352_2.html;Myocardial Ischemia;result_table_subgroup
17846352;3;17846352_3.html;Heart Failure;NA
17846352;3;17846352_3.html;Myocardial Ischemia, acute;NA
17846352;3;17846352_3.html;Hypertension;NA
17846352;3;17846352_3.html;Hyperlipidemias;NA
17846352;3;17846352_3.html;Diabetes Mellitus;NA
17846352;3;17846352_3.html;Myocardial Ischemia;NA
17878242;1;17878242_1.html;Diabetes Mellitus, Type 2;result_table_subgroup
17965424;1;17965424_1.html;Arthritis;NA
17965424;2;17965424_2.html;Arthritis;result_table_subgroup
17965424;1;17965424v2_1.html;Arthritis;NA
17965424;2;17965424v2_2.html;Arthritis;result_table_subgroup
17980928;3;17980928_3.html;Diabetes Mellitus, Type 2;result_table_without_subgroup
17984166;2;17984166_2.html;Heart Failure;result_table_subgroup
17984166;2;17984166v2_2.html;Heart Failure;result_table_subgroup
18000186;2;18000186_2.html;Heart Failure;result_table_subgroup
18000186;2;18000186_2.html;Myocardial Ischemia, acute;result_table_subgroup
18000186;2;18000186_2.html;Hypertension;result_table_subgroup
18000186;2;18000186_2.html;Hyperlipidemias;result_table_subgroup
18000186;2;18000186_2.html;Diabetes Mellitus;result_table_subgroup
18000186;2;18000186_2.html;Myocardial Ischemia;result_table_subgroup
18032739;2;18032739_2.html;Brain Ischemia;NA
18032739;2;18032739_2.html;Stroke;NA
18032739;2;18032739v2_2.html;Brain Ischemia;NA
18032739;2;18032739v2_2.html;Stroke;NA
18094675;2;18094675_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
18094675;3;18094675_3.html;Diabetes Mellitus, Type 2;result_table_subgroup
18094675;4;18094675_4.html;Diabetes Mellitus, Type 2;result_table_subgroup
18172039;2;18172039_2.html;Hyperlipidemias;result_table_subgroup
18172039;3;18172039_3.html;Hyperlipidemias;result_table_subgroup
18172039;2;18172039v2_2.html;Hyperlipidemias;result_table_subgroup
18172039;3;18172039v2_3.html;Hyperlipidemias;result_table_subgroup
18172039;2;18172039v3_2.html;Hyperlipidemias;result_table_subgroup
18172039;3;18172039v3_3.html;Hyperlipidemias;result_table_subgroup
18199798;2;18199798_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
18223031;2;18223031_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
18223031;3;18223031_3.html;Diabetes Mellitus, Type 2;result_table_subgroup
18227370;2;18227370_2.html;Heart Failure;result_table_subgroup
18227370;2;18227370_2.html;Myocardial Ischemia, acute;result_table_subgroup
18227370;2;18227370_2.html;Hypertension;result_table_subgroup
18227370;2;18227370_2.html;Hyperlipidemias;result_table_subgroup
18227370;2;18227370_2.html;Diabetes Mellitus;result_table_subgroup
18227370;2;18227370_2.html;Myocardial Ischemia;result_table_subgroup
18227370;3;18227370_3.html;Heart Failure;result_table_subgroup
18227370;3;18227370_3.html;Myocardial Ischemia, acute;result_table_subgroup
18227370;3;18227370_3.html;Hypertension;result_table_subgroup
18227370;3;18227370_3.html;Hyperlipidemias;result_table_subgroup
18227370;3;18227370_3.html;Diabetes Mellitus;result_table_subgroup
18227370;3;18227370_3.html;Myocardial Ischemia;result_table_subgroup
18227370;4;18227370_4.html;Heart Failure;result_table_subgroup
18227370;4;18227370_4.html;Myocardial Ischemia, acute;result_table_subgroup
18227370;4;18227370_4.html;Hypertension;result_table_subgroup
18227370;4;18227370_4.html;Hyperlipidemias;result_table_subgroup
18227370;4;18227370_4.html;Diabetes Mellitus;result_table_subgroup
18227370;4;18227370_4.html;Myocardial Ischemia;result_table_subgroup
18227370;5;18227370_5.html;Heart Failure;NA
18227370;5;18227370_5.html;Myocardial Ischemia, acute;NA
18227370;5;18227370_5.html;Hypertension;NA
18227370;5;18227370_5.html;Hyperlipidemias;NA
18227370;5;18227370_5.html;Diabetes Mellitus;NA
18227370;5;18227370_5.html;Myocardial Ischemia;NA
18259029;2;18259029_2.html;Hypertension;result_table_subgroup
18284434;2;18284434_2.html;Diabetes Mellitus, Type 2;NA
18326958;2;18326958_2.html;Hypertension;result_table_subgroup
18339679;2;18339679_2.html;Myocardial Ischemia, acute;result_table_subgroup
18339679;2;18339679_2.html;Myocardial Ischemia;result_table_subgroup
18371559;1;18371559_1.html;Heart Failure;NA
18375982;2;18375982_2.html;Myocardial Ischemia;result_table_subgroup
18375982;2;18375982_2.html;Hypertension;result_table_subgroup
18398080;2;18398080_2.html;Hypertension;result_table_subgroup
18398080;2;18398080_2.html;Diabetes Mellitus;result_table_subgroup
18398080;2;18398080_2.html;Atherosclerosis;result_table_subgroup
18451347;2;18451347_2.html;Myocardial Ischemia, chronic;result_table_subgroup
18451347;2;18451347_2.html;Death, Sudden, Cardiac;result_table_subgroup
18451347;2;18451347_2.html;Myocardial Ischemia, acute;result_table_subgroup
18451347;2;18451347_2.html;Peripheral Vascular Diseases;result_table_subgroup
18451347;2;18451347_2.html;Stroke;result_table_subgroup
18479744;2;18479744_2.html;Myocardial Ischemia, acute;NA
18479744;2;18479744_2.html;Peripheral Vascular Diseases;NA
18498915;2;18498915_2.html;Hypertension;result_table_subgroup
18498915;3;18498915_3.html;Hypertension;result_table_subgroup
18499565;2;18499565_2.html;Myocardial Ischemia, acute;result_table_subgroup
18511702;2;18511702_2.html;Lung Diseases, Obstructive;NA
18537526;2;18537526_2.html;Hyperlipidemias;NA
18537526;2;18537526_2.html;Atherosclerosis;NA
18539916;1;18539916_1.html;Diabetes Mellitus, Type 2;result_table_without_subgroup
18539916;2;18539916_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
18615004;2;18615004_2.html;Myocardial Ischemia;result_table_subgroup
18615004;2;18615004_2.html;Hypertension;result_table_subgroup
18657652;2;18657652_2.html;Myocardial Ischemia;result_table_subgroup
18657652;2;18657652_2.html;Hypertension;result_table_subgroup
18667204;2;18667204_2.html;Myocardial Ischemia, chronic;NA
18667204;2;18667204_2.html;Death, Sudden, Cardiac;NA
18667204;2;18667204_2.html;Myocardial Ischemia, acute;NA
18667204;2;18667204_2.html;Peripheral Vascular Diseases;NA
18667204;2;18667204_2.html;Stroke;NA
18674411;2;18674411_2.html;Dementia;result_table_subgroup
18674411;2;18674411v2_2.html;Dementia;result_table_subgroup
18676075;2;18676075_2.html;Heart Failure;result_table_subgroup
18676075;2;18676075_2.html;Myocardial Ischemia, acute;result_table_subgroup
18676075;2;18676075_2.html;Hypertension;result_table_subgroup
18676075;2;18676075_2.html;Hyperlipidemias;result_table_subgroup
18676075;2;18676075_2.html;Diabetes Mellitus;result_table_subgroup
18676075;2;18676075_2.html;Myocardial Ischemia;result_table_subgroup
18753638;2;18753638_2.html;Stroke;result_table_subgroup
18753639;2;18753639_2.html;Stroke;result_table_subgroup
18753639;3;18753639_3.html;Stroke;result_table_subgroup
18757089;2;18757089_2.html;Heart Failure;result_table_subgroup
18757090;2;18757090_2.html;Heart Failure;result_table_subgroup
18821708;2;18821708_2.html;Arthritis;NA
18821708;3;18821708_3.html;Arthritis;NA
18823986;2;18823986_2.html;Arthritis;result_table_subgroup
18823986;2;18823986v2_2.html;Arthritis;result_table_subgroup
18823986;2;18823986v3_2.html;Arthritis;result_table_subgroup
18835953;2;18835953_2.html;Myocardial Ischemia, acute;result_table_subgroup
18835953;2;18835953_2.html;Myocardial Ischemia;result_table_subgroup
18836213;2;18836213_2.html;Lung Diseases, Obstructive;result_table_subgroup
18836213;3;18836213_3.html;Lung Diseases, Obstructive;NA
18972097;1;18972097_1.html;Myocardial Ischemia, chronic;result_table_subgroup
18972097;1;18972097_1.html;Stroke;result_table_subgroup
18972097;1;18972097_1.html;Diabetes Mellitus, Type 2;result_table_subgroup
19001024;1;19001024_1.html;Heart Failure;result_table_without_subgroup
19001024;1;19001024_1.html;Myocardial Ischemia, acute;result_table_without_subgroup
19001024;1;19001024_1.html;Hypertension;result_table_without_subgroup
19001024;1;19001024_1.html;Hyperlipidemias;result_table_without_subgroup
19001024;1;19001024_1.html;Diabetes Mellitus;result_table_without_subgroup
19001024;1;19001024_1.html;Myocardial Ischemia;result_table_without_subgroup
19001508;2;19001508_2.html;Heart Failure;result_table_subgroup
19097665;2;19097665_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
19097665;3;19097665_3.html;Diabetes Mellitus, Type 2;result_table_without_subgroup
19104004;3;19104004_3.html;Hyperlipidemias;result_table_subgroup
19104004;3;19104004v2_3.html;Hyperlipidemias;result_table_subgroup
19125778;2;19125778_2.html;Diabetes Mellitus;result_table_subgroup
19139391;2;19139391_2.html;Hypertension;result_table_subgroup
19166691;2;19166691_2.html;Hyperlipidemias;NA
19190658;2;19190658_2.html;Hypertension;NA
19201775;2;19201775_2.html;Inflammatory Bowel Diseases;result_table_subgroup
19210140;2;19210140_2.html;Diabetes Mellitus, Type 2;NA
19210140;2;19210140v2_2.html;Diabetes Mellitus, Type 2;NA
19332455;2;19332455_2.html;Myocardial Ischemia, acute;result_table_subgroup
19332455;2;19332455_2.html;Myocardial Ischemia;result_table_subgroup
19332467;2;19332467_2.html;Myocardial Ischemia, acute;result_table_subgroup
19332467;2;19332467v2_2.html;Myocardial Ischemia, acute;result_table_subgroup
19332467;2;19332467v3_2.html;Myocardial Ischemia, acute;result_table_subgroup
19336502;3;19336502_3.html;Arrhythmias, Cardiac;result_table_subgroup
19336502;4;19336502_4.html;Arrhythmias, Cardiac;result_table_subgroup
19336502;3;19336502v2_3.html;Arrhythmias, Cardiac;result_table_subgroup
19336502;3;19336502v3_3.html;Arrhythmias, Cardiac;result_table_subgroup
19349325;2;19349325_2.html;Myocardial Ischemia, acute;result_table_subgroup
19349325;2;19349325_2.html;Myocardial Ischemia;result_table_subgroup
19369667;2;19369667_2.html;Arrhythmias, Cardiac;result_table_subgroup
19389561;2;19389561_2.html;Myocardial Ischemia, acute;result_table_subgroup
19389561;2;19389561_2.html;Myocardial Ischemia;result_table_subgroup
19389561;3;19389561_3.html;Myocardial Ischemia, acute;result_table_without_subgroup
19389561;3;19389561_3.html;Myocardial Ischemia;result_table_without_subgroup
19389561;2;19389561v2_2.html;Myocardial Ischemia, acute;result_table_subgroup
19389561;2;19389561v2_2.html;Myocardial Ischemia;result_table_subgroup
19389561;2;19389561v3_2.html;Myocardial Ischemia, acute;result_table_subgroup
19389561;2;19389561v3_2.html;Myocardial Ischemia;result_table_subgroup
19389561;2;19389561v4_2.html;Myocardial Ischemia, acute;result_table_subgroup
19389561;2;19389561v4_2.html;Myocardial Ischemia;result_table_subgroup
19409693;2;19409693_2.html;Prostatic Hyperplasia;result_table_subgroup
19423108;2;19423108_2.html;Hyperlipidemias;result_table_subgroup
19443528;2;19443528_2.html;Lung Diseases, Obstructive;result_table_subgroup
19447387;2;19447387_2.html;Myocardial Ischemia, chronic;result_table_subgroup
19447387;2;19447387_2.html;Death, Sudden, Cardiac;result_table_subgroup
19447387;2;19447387_2.html;Myocardial Ischemia, acute;result_table_subgroup
19447387;2;19447387_2.html;Peripheral Vascular Diseases;result_table_subgroup
19447387;2;19447387_2.html;Stroke;result_table_subgroup
19447387;3;19447387_3.html;Myocardial Ischemia, chronic;result_table_subgroup
19447387;3;19447387_3.html;Death, Sudden, Cardiac;result_table_subgroup
19447387;3;19447387_3.html;Myocardial Ischemia, acute;result_table_subgroup
19447387;3;19447387_3.html;Peripheral Vascular Diseases;result_table_subgroup
19447387;3;19447387_3.html;Stroke;result_table_subgroup
19470885;2;19470885_2.html;Hypertension, Pulmonary;result_table_subgroup
19470885;2;19470885_2.html;Hypertension;result_table_subgroup
19508464;1;19508464_1.html;Hyperlipidemias;NA
19508464;1;19508464_1.html;Diabetes Mellitus, Type 2;NA
19508464;2;19508464_2.html;Hyperlipidemias;NA
19508464;2;19508464_2.html;Diabetes Mellitus, Type 2;NA
19515181;2;19515181_2.html;Diabetes Mellitus;NA
19560810;1;19560810_1.html;Arthritis;NA
19567517;2;19567517_2.html;Osteoporosis;result_table_subgroup
19596014;2;19596014_2.html;Inflammatory Bowel Diseases;result_table_subgroup
19596014;3;19596014_3.html;Inflammatory Bowel Diseases;result_table_subgroup
19614946;2;19614946_2.html;Diabetes Mellitus, Type 2;NA
19614946;3;19614946_3.html;Diabetes Mellitus, Type 2;NA
19614946;2;19614946v2_2.html;Diabetes Mellitus, Type 2;NA
19650752;2;19650752_2.html;Diabetes Mellitus, Type 2;NA
19660610;2;19660610_2.html;Hyperlipidemias;result_table_subgroup
19683639;2;19683639_2.html;Stroke;NA
19683639;2;19683639_2.html;Arrhythmias, Cardiac;NA
19688336;2;19688336_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
19704100;2;19704100_2.html;Heart Failure;result_table_subgroup
19716598;2;19716598_2.html;Lung Diseases, Obstructive;result_table_subgroup
19717844;2;19717844_2.html;NA;result_table_subgroup
19717850;2;19717850_2.html;Heart Failure;result_table_subgroup
19726772;2;19726772_2.html;Myocardial Ischemia, acute;result_table_subgroup
19726772;2;19726772_2.html;Peripheral Vascular Diseases;result_table_subgroup
19751115;2;19751115_2.html;Hypertension;result_table_subgroup
19776408;2;19776408_2.html;Parkinson Disease;result_table_without_subgroup
19776408;2;19776408v2_2.html;Parkinson Disease;result_table_without_subgroup
19847908;2;19847908_2.html;Multiple Sclerosis;result_table_subgroup
19847908;2;19847908v2_2.html;Multiple Sclerosis;result_table_subgroup
19850248;2;19850248_2.html;Myocardial Ischemia, acute;result_table_subgroup
19850248;3;19850248_3.html;Myocardial Ischemia, acute;result_table_subgroup
19850249;1;19850249_1.html;Myocardial Ischemia, acute;result_table_subgroup
19850249;2;19850249_2.html;Myocardial Ischemia, acute;result_table_subgroup
19850525;2;19850525_2.html;Stroke;result_table_subgroup
19915221;2;19915221_2.html;Myocardial Ischemia, acute;NA
19917888;2;19917888_2.html;Heart Failure;result_table_subgroup
19917888;3;19917888_3.html;Heart Failure;result_table_subgroup
19917888;2;19917888v2_2.html;Heart Failure;result_table_subgroup
19917888;2;19917888v3_2.html;Heart Failure;result_table_subgroup
19966341;2;19966341_2.html;NA;result_table_subgroup
20136164;1;20136164_1.html;Myocardial Ischemia;result_table_subgroup
20136164;2;20136164_2.html;Myocardial Ischemia;result_table_without_subgroup
20136164;3;20136164_3.html;Myocardial Ischemia;result_table_without_subgroup
20136164;4;20136164_4.html;Myocardial Ischemia;result_table_without_subgroup
20136164;5;20136164_5.html;Myocardial Ischemia;result_table_without_subgroup
20151997;2;20151997_2.html;Hyperlipidemias;result_table_subgroup
20163842;2;20163842_2.html;Prostatic Hyperplasia;result_table_subgroup
20185426;2;20185426_2.html;Lung Diseases, Obstructive;result_table_without_subgroup
20194881;2;20194881_2.html;NA;result_table_subgroup
20200926;2;20200926_2.html;Osteoporosis;result_table_subgroup
20228402;2;20228402_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
20228402;3;20228402_3.html;Diabetes Mellitus, Type 2;result_table_subgroup
20228402;4;20228402_4.html;Diabetes Mellitus, Type 2;result_table_subgroup
20228403;2;20228403_2.html;Diabetes Mellitus, Type 2;result_table_subgroup
20228403;3;20228403_3.html;Diabetes Mellitus, Type 2;result_table_subgroup
20228403;4;20228403_4.html;Diabetes Mellitus, Type 2;result_table_subgroup
20357382;2;20357382_2.html;Myocardial Ischemia, acute;result_table_subgroup
20357382;2;20357382_2.html;Myocardial Ischemia;result_table_subgroup
20357382;3;20357382_3.html;Myocardial Ischemia, acute;result_table_subgroup
20357382;3;20357382_3.html;Myocardial Ischemia;result_table_subgroup
20370912;2;20370912_2.html;NA;result_table_subgroup
